"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban"
"2087","Upucerthia saturatior","Upucerthia saturatior","Upucerthia saturatior","Furnariidae (Ovenbirds and Woodcreepers)","Patagonian Forest Earthcreeper",1.438626535,NA,NA,NA,NA
"2088","Upucerthia dumetaria","Upucerthia dumetaria","Upucerthia dumetaria","Furnariidae (Ovenbirds and Woodcreepers)","Scale-throated Earthcreeper",1.0285558965,NA,NA,NA,NA
"2089","Upucerthia validirostris","Upucerthia validirostris","Upucerthia validirostris","Furnariidae (Ovenbirds and Woodcreepers)","Buff-breasted Earthcreeper",0.061321012,NA,NA,NA,NA
"2090","Cinclodes fuscus","Cinclodes fuscus","Cinclodes fuscus","Furnariidae (Ovenbirds and Woodcreepers)","Buff-winged Cinclodes",1.0984099034,NA,NA,NA,NA
"2091","Cinclodes comechingonus","Cinclodes comechingonus","Cinclodes comechingonus","Furnariidae (Ovenbirds and Woodcreepers)","Cordoba Cinclodes",0.037336409,NA,NA,NA,NA
"2092","Cinclodes albidiventris","Cinclodes albidiventris","Cinclodes albidiventris","Furnariidae (Ovenbirds and Woodcreepers)","Chestnut-winged Cinclodes",0.049244285,NA,NA,NA,NA
"2093","Cinclodes olrogi","Cinclodes olrogi","Cinclodes olrogi","Furnariidae (Ovenbirds and Woodcreepers)","Olrog's Cinclodes",0.174582452,NA,NA,NA,NA
"2094","Cinclodes albiventris","Cinclodes albiventris","Cinclodes albiventris","Furnariidae (Ovenbirds and Woodcreepers)","Cream-winged Cinclodes",0.184730191666667,NA,NA,NA,NA
"2095","Cinclodes oustaleti","Cinclodes oustaleti","Cinclodes oustaleti","Furnariidae (Ovenbirds and Woodcreepers)","Gray-flanked Cinclodes",1.1822367265,NA,NA,NA,NA
"2096","Cinclodes excelsior","Cinclodes excelsior","Cinclodes excelsior","Furnariidae (Ovenbirds and Woodcreepers)","Stout-billed Cinclodes",0.053743823,NA,NA,NA,NA
"2097","Cinclodes atacamensis","Cinclodes atacamensis","Cinclodes atacamensis","Furnariidae (Ovenbirds and Woodcreepers)","White-winged Cinclodes",0.202307669,NA,NA,NA,NA
"2098","Cinclodes patagonicus","Cinclodes patagonicus","Cinclodes patagonicus","Furnariidae (Ovenbirds and Woodcreepers)","Dark-bellied Cinclodes",1.24742872366667,NA,NA,NA,NA
"2099","Cinclodes taczanowskii","Cinclodes taczanowskii","Cinclodes taczanowskii","Furnariidae (Ovenbirds and Woodcreepers)","Surf Cinclodes",1.912920579,NA,NA,NA,NA
"2100","Cinclodes nigrofumosus","Cinclodes nigrofumosus","Cinclodes nigrofumosus","Furnariidae (Ovenbirds and Woodcreepers)","Seaside Cinclodes",2.567575705,NA,NA,NA,NA
"2101","Anabazenops dorsalis","Anabazenops dorsalis","Anabazenops dorsalis","Furnariidae (Ovenbirds and Woodcreepers)","Dusky-cheeked Foliage-gleaner",0.014682303,NA,NA,NA,NA
"2102","Anabazenops fuscus","Anabazenops fuscus","Anabazenops fuscus","Furnariidae (Ovenbirds and Woodcreepers)","White-collared Foliage-gleaner",0.433119852,NA,NA,NA,NA
"2103","Philydor atricapillus","Philydor atricapillus","Philydor atricapillus","Furnariidae (Ovenbirds and Woodcreepers)","Black-capped Foliage-gleaner",0.940740564,NA,NA,NA,NA
"2104","Anabacerthia variegaticeps","Anabacerthia variegaticeps","Anabacerthia variegaticeps","Furnariidae (Ovenbirds and Woodcreepers)","Scaly-throated Foliage-gleaner",0.007283779,NA,NA,NA,NA
"2105","Anabacerthia striaticollis","Anabacerthia striaticollis","Anabacerthia striaticollis","Furnariidae (Ovenbirds and Woodcreepers)","Montane Foliage-gleaner",0.340651167,NA,NA,NA,NA
"2106","Syndactyla guttulata","Syndactyla guttulata","Syndactyla guttulata","Furnariidae (Ovenbirds and Woodcreepers)","Guttulate Foliage-gleaner",0.478888619,NA,NA,NA,NA
"2107","Syndactyla rufosuperciliata","Syndactyla rufosuperciliata","Syndactyla rufosuperciliata","Furnariidae (Ovenbirds and Woodcreepers)","Buff-browed Foliage-gleaner",1.731731923,NA,NA,NA,NA
"2108","Philydor rufum","Dendroma rufa","Philydor rufum","Furnariidae (Ovenbirds and Woodcreepers)","Buff-fronted Foliage-gleaner",1.01480482,NA,NA,NA,NA
"2109","Automolus rubiginosus","Clibanornis rubiginosus","Clibanornis rubiginosus","Furnariidae (Ovenbirds and Woodcreepers)","Ruddy Foliage-gleaner",0.325026991,NA,NA,NA,NA
"2110","Automolus rufipileatus","Automolus rufipileatus","Automolus rufipileatus","Furnariidae (Ovenbirds and Woodcreepers)","Chestnut-crowned Foliage-gleaner",0.016425608,NA,NA,NA,NA
"2111","Automolus ochrolaemus","Automolus ochrolaemus","Automolus ochrolaemus","Furnariidae (Ovenbirds and Woodcreepers)","Buff-throated Foliage-gleaner",0.005233501,NA,NA,NA,NA
"2112","Automolus leucophthalmus","Automolus leucophthalmus","Automolus leucophthalmus","Furnariidae (Ovenbirds and Woodcreepers)","White-eyed Foliage-gleaner",0.933778154,NA,NA,NA,NA
"2113","Premnoplex brunnescens","Premnoplex brunnescens","Premnoplex brunnescens","Furnariidae (Ovenbirds and Woodcreepers)","Spotted Barbtail",0.095857286,NA,NA,NA,NA
"2114","Margarornis squamiger","Margarornis squamiger","Margarornis squamiger","Furnariidae (Ovenbirds and Woodcreepers)","Pearled Treerunner",0.0551690125,NA,NA,NA,NA
"2115","Aphrastura spinicauda","Aphrastura spinicauda","Aphrastura spinicauda","Furnariidae (Ovenbirds and Woodcreepers)","Thorn-tailed Rayadito",1.09120336433333,NA,NA,NA,NA
"2116","Sylviorthorhynchus desmursii","Sylviorthorhynchus desmursii","Sylviorthorhynchus desmurii","Furnariidae (Ovenbirds and Woodcreepers)","Des Murs's Wiretail",1.2337248105,NA,NA,NA,NA
"2117","Leptasthenura yanacensis","Sylviorthorhynchus yanacensis","Sylviorthorhynchus yanacensis","Furnariidae (Ovenbirds and Woodcreepers)","Tawny Tit-Spinetail",0.040504911,NA,NA,NA,NA
"2118","Leptasthenura platensis","Leptasthenura platensis","Leptasthenura platensis","Furnariidae (Ovenbirds and Woodcreepers)","Tufted Tit-Spinetail",1.655503389,NA,NA,NA,NA
"2119","Leptasthenura aegithaloides","Leptasthenura aegithaloides","Leptasthenura aegithaloides","Furnariidae (Ovenbirds and Woodcreepers)","Plain-mantled Tit-Spinetail",1.95477662966667,NA,NA,NA,NA
"2120","Leptasthenura pileata","Leptasthenura pileata","Leptasthenura pileata","Furnariidae (Ovenbirds and Woodcreepers)","Rusty-crowned Tit-Spinetail",0.241542962,NA,NA,NA,NA
"2121","Leptasthenura xenothorax","Leptasthenura xenothorax","Leptasthenura xenothorax","Furnariidae (Ovenbirds and Woodcreepers)","White-browed Tit-Spinetail",0.000818576,NA,NA,NA,NA
"2122","Leptasthenura andicola","Leptasthenura andicola","Leptasthenura andicola","Furnariidae (Ovenbirds and Woodcreepers)","Andean Tit-Spinetail",0.0321658065,NA,NA,NA,NA
"2123","Phacellodomus rufifrons","Phacellodomus rufifrons","Phacellodomus rufifrons","Furnariidae (Ovenbirds and Woodcreepers)","Rufous-fronted Thornbird",1.34203562575,NA,NA,NA,NA
"2124","Phacellodomus striaticeps","Phacellodomus striaticeps","Phacellodomus striaticeps","Furnariidae (Ovenbirds and Woodcreepers)","Streak-fronted Thornbird",0.427667296,NA,NA,NA,NA
"2125","Phacellodomus striaticollis","Phacellodomus striaticollis","Phacellodomus striaticollis","Furnariidae (Ovenbirds and Woodcreepers)","Freckle-breasted Thornbird",1.3704137155,NA,NA,NA,NA
"2126","Phacellodomus ruber","Phacellodomus ruber","Phacellodomus ruber","Furnariidae (Ovenbirds and Woodcreepers)","Greater Thornbird",1.970236457,NA,NA,NA,NA
"2127","Phacellodomus erythrophthalmus","Phacellodomus erythrophthalmus","Phacellodomus erythrophthalmus","Furnariidae (Ovenbirds and Woodcreepers)","Orange-eyed Thornbird",0.865779314,NA,NA,NA,NA
"2128","Phacellodomus ferrugineigula","Phacellodomus ferrugineigula","Phacellodomus ferrugineigula","Furnariidae (Ovenbirds and Woodcreepers)","Orange-breasted Thornbird",1.156691075,NA,NA,NA,NA
"2129","Anumbius annumbi","Anumbius annumbi","Anumbius annumbi","Furnariidae (Ovenbirds and Woodcreepers)","Firewood-gatherer",0.632887872333333,NA,NA,NA,NA
"2130","Coryphistera alaudina","Coryphistera alaudina","Coryphistera alaudina","Furnariidae (Ovenbirds and Woodcreepers)","Lark-like Brushrunner",1.513254184,NA,NA,NA,NA
"2131","Asthenes baeri","Asthenes baeri","Asthenes baeri","Furnariidae (Ovenbirds and Woodcreepers)","Short-billed Canastero",0.644165565,NA,NA,NA,NA
"2132","Asthenes anthoides","Asthenes anthoides","Asthenes anthoides","Furnariidae (Ovenbirds and Woodcreepers)","Austral Canastero",0.370591275,NA,NA,NA,NA
"2133","Asthenes flammulata","Asthenes flammulata","Asthenes flammulata","Furnariidae (Ovenbirds and Woodcreepers)","Many-striped Canastero",0.0307731225,NA,NA,NA,NA
"2134","Asthenes virgata","Asthenes virgata","Asthenes virgata","Furnariidae (Ovenbirds and Woodcreepers)","Junin Canastero",0.148461486,NA,NA,NA,NA
"2135","Asthenes wyatti","Asthenes wyatti","Asthenes wyatti","Furnariidae (Ovenbirds and Woodcreepers)","Streak-backed Canastero",0.311608282,NA,NA,NA,NA
"2136","Asthenes sclateri","Asthenes sclateri","Asthenes wyatti","Furnariidae (Ovenbirds and Woodcreepers)","Puna Canastero",0.046521445,NA,NA,NA,NA
"2137","Asthenes humilis","Asthenes humilis","Asthenes humilis","Furnariidae (Ovenbirds and Woodcreepers)","Streak-throated Canastero",0.082235559,NA,NA,NA,NA
"2138","Asthenes modesta","Asthenes modesta","Asthenes modesta","Furnariidae (Ovenbirds and Woodcreepers)","Cordilleran Canastero",0.414539078,NA,NA,NA,NA
"2139","Asthenes pyrrholeuca","Asthenes pyrrholeuca","Asthenes pyrrholeuca","Furnariidae (Ovenbirds and Woodcreepers)","Sharp-billed Canastero",1.712317516,NA,NA,NA,NA
"2140","Schizoeaca helleri","Asthenes helleri","Asthenes helleri","Furnariidae (Ovenbirds and Woodcreepers)","Puna Thistletail",0.058430917,NA,NA,NA,NA
"2141","Asthenes pudibunda","Asthenes pudibunda","Asthenes pudibunda","Furnariidae (Ovenbirds and Woodcreepers)","Canyon Canastero",0.167900111,NA,NA,NA,NA
"2142","Asthenes ottonis","Asthenes ottonis","Asthenes ottonis","Furnariidae (Ovenbirds and Woodcreepers)","Rusty-fronted Canastero",0.452134264,NA,NA,NA,NA
"2143","Schizoeaca fuliginosa","Asthenes fuliginosa","Asthenes fuliginosa","Furnariidae (Ovenbirds and Woodcreepers)","White-chinned Thistletail",0.056255006,NA,NA,NA,NA
"2144","Thripophaga fusciceps","Thripophaga fusciceps","Thripophaga fusciceps","Furnariidae (Ovenbirds and Woodcreepers)","Plain Softtail",0.003249936,NA,NA,NA,NA
"2145","Cranioleuca sulphurifera","Limnoctites sulphuriferus","Cranioleuca sulphurifera","Furnariidae (Ovenbirds and Woodcreepers)","Sulphur-bearded Reedhaunter",2.454403147,NA,NA,NA,NA
"2146","Cranioleuca marcapatae","Cranioleuca marcapatae","Cranioleuca marcapatae","Furnariidae (Ovenbirds and Woodcreepers)","Marcapata Spinetail",0.006407343,NA,NA,NA,NA
"2147","Cranioleuca subcristata","Cranioleuca subcristata","Cranioleuca subcristata","Furnariidae (Ovenbirds and Woodcreepers)","Crested Spinetail",2.363540414,NA,NA,NA,NA
"2148","Cranioleuca pyrrhophia","Cranioleuca pyrrhophia","Cranioleuca pyrrhophia","Furnariidae (Ovenbirds and Woodcreepers)","Stripe-crowned Spinetail",0.952994483333333,NA,NA,NA,NA
"2149","Cranioleuca obsoleta","Cranioleuca obsoleta","Cranioleuca obsoleta","Furnariidae (Ovenbirds and Woodcreepers)","Olive Spinetail",2.924686662,NA,NA,NA,NA
"2150","Cranioleuca pallida","Cranioleuca pallida","Cranioleuca pallida","Furnariidae (Ovenbirds and Woodcreepers)","Pallid Spinetail",2.570515294,NA,NA,NA,NA
"2151","Cranioleuca semicinerea","Cranioleuca semicinerea","Cranioleuca semicinerea","Furnariidae (Ovenbirds and Woodcreepers)","Gray-headed Spinetail",0.796323527,NA,NA,NA,NA
"2152","Cranioleuca albicapilla","Cranioleuca albicapilla","Cranioleuca albicapilla","Furnariidae (Ovenbirds and Woodcreepers)","Creamy-crested Spinetail",0.405271415,NA,NA,NA,NA
"2153","Cranioleuca erythrops","Cranioleuca erythrops","Cranioleuca erythrops","Furnariidae (Ovenbirds and Woodcreepers)","Red-faced Spinetail",0.0345198725,NA,NA,NA,NA
"2154","Cranioleuca curtata","Cranioleuca curtata","Cranioleuca curtata","Furnariidae (Ovenbirds and Woodcreepers)","Ash-browed Spinetail",0.247009182,NA,NA,NA,NA
"2155","Asthenes humicola","Pseudasthenes humicola","Pseudasthenes humicola","Furnariidae (Ovenbirds and Woodcreepers)","Dusky-tailed Canastero",1.123561648,NA,NA,NA,NA
"2156","Pseudoseisura cristata","Pseudoseisura cristata","Pseudoseisura cristata","Furnariidae (Ovenbirds and Woodcreepers)","Caatinga Cacholote",3.008987236,NA,NA,NA,NA
"2157","Pseudoseisura lophotes","Pseudoseisura lophotes","Pseudoseisura lophotes","Furnariidae (Ovenbirds and Woodcreepers)","Brown Cacholote",2.64577843,NA,NA,NA,NA
"2158","Pseudoseisura gutturalis","Pseudoseisura gutturalis","Pseudoseisura gutturalis","Furnariidae (Ovenbirds and Woodcreepers)","White-throated Cacholote",2.324582031,NA,NA,NA,NA
"2159","Certhiaxis cinnamomeus","Certhiaxis cinnamomeus","Certhiaxis cinnamomeus","Furnariidae (Ovenbirds and Woodcreepers)","Yellow-chinned Spinetail",2.14595422544444,NA,NA,NA,NA
"2160","Certhiaxis mustelinus","Certhiaxis mustelinus","Certhiaxis mustelinus","Furnariidae (Ovenbirds and Woodcreepers)","Red-and-white Spinetail",1.589910169,NA,NA,NA,NA
"2161","Schoeniophylax phryganophilus","Schoeniophylax phryganophilus","Schoeniophylax phryganophilus","Furnariidae (Ovenbirds and Woodcreepers)","Chotoy Spinetail",1.79321666133333,NA,NA,NA,NA
"2162","Synallaxis cinerascens","Synallaxis cinerascens","Synallaxis cinerascens","Furnariidae (Ovenbirds and Woodcreepers)","Gray-bellied Spinetail",2.182939405,NA,NA,NA,NA
"2163","Synallaxis gujanensis","Synallaxis gujanensis","Synallaxis gujanensis","Furnariidae (Ovenbirds and Woodcreepers)","Plain-crowned Spinetail",0.326969543,NA,NA,NA,NA
"2164","Synallaxis stictothorax","Synallaxis stictothorax","Synallaxis stictothorax","Furnariidae (Ovenbirds and Woodcreepers)","Necklaced Spinetail",0.54749636,NA,NA,NA,NA
"2165","Synallaxis brachyura","Synallaxis brachyura","Synallaxis brachyura","Furnariidae (Ovenbirds and Woodcreepers)","Slaty Spinetail",0.132199073,NA,NA,NA,NA
"2166","Synallaxis subpudica","Synallaxis subpudica","Synallaxis subpudica","Furnariidae (Ovenbirds and Woodcreepers)","Silvery-throated Spinetail",1.664263399,NA,NA,NA,NA
"2167","Synallaxis ruficapilla","Synallaxis ruficapilla","Synallaxis ruficapilla","Furnariidae (Ovenbirds and Woodcreepers)","Rufous-capped Spinetail",1.1548934835,NA,NA,NA,NA
"2168","Synallaxis cabanisi","Synallaxis cabanisi","Synallaxis cabanisi","Furnariidae (Ovenbirds and Woodcreepers)","Cabanis's Spinetail",0.010779255,NA,NA,NA,NA
"2169","Synallaxis spixi","Synallaxis spixi","Synallaxis spixi","Furnariidae (Ovenbirds and Woodcreepers)","Spix's Spinetail",2.36953938433333,NA,NA,NA,NA
"2170","Synallaxis albigularis","Synallaxis albigularis","Synallaxis albigularis","Furnariidae (Ovenbirds and Woodcreepers)","Dark-breasted Spinetail",0.439678371,NA,NA,NA,NA
"2171","Synallaxis albescens","Synallaxis albescens","Synallaxis albescens","Furnariidae (Ovenbirds and Woodcreepers)","Pale-breasted Spinetail",1.39594194216667,NA,NA,NA,NA
"2172","Synallaxis frontalis","Synallaxis frontalis","Synallaxis frontalis","Furnariidae (Ovenbirds and Woodcreepers)","Sooty-fronted Spinetail",1.9191957688,NA,NA,NA,NA
"2173","Synallaxis azarae","Synallaxis azarae","Synallaxis azarae","Furnariidae (Ovenbirds and Woodcreepers)","Azara's Spinetail",0.357182652,NA,NA,NA,NA
"2174","Synallaxis erythrothorax","Synallaxis erythrothorax","Synallaxis erythrothorax","Furnariidae (Ovenbirds and Woodcreepers)","Rufous-breasted Spinetail",1.349786859,NA,NA,NA,NA
"2175","Synallaxis unirufa","Synallaxis unirufa","Synallaxis unirufa","Furnariidae (Ovenbirds and Woodcreepers)","Rufous Spinetail",0.277856168,NA,NA,NA,NA
"2176","Synallaxis castanea","Synallaxis castanea","Synallaxis castanea","Furnariidae (Ovenbirds and Woodcreepers)","Black-throated Spinetail",0.892259413,NA,NA,NA,NA
"2177","Synallaxis cinnamomea","Synallaxis cinnamomea","Synallaxis cinnamomea","Furnariidae (Ovenbirds and Woodcreepers)","Stripe-breasted Spinetail",0.8648547465,NA,NA,NA,NA
"2178","Tyranneutes stolzmanni","Tyranneutes stolzmanni","Tyranneutes stolzmanni","Pipridae (Manakins)","Dwarf Tyrant-Manakin",0.008682874,NA,NA,NA,NA
"2179","Neopelma chrysocephalum","Neopelma chrysocephalum","Neopelma chrysocephalum","Pipridae (Manakins)","Saffron-crested Tyrant-Manakin",0.015339458,NA,NA,NA,NA
"2180","Antilophia galeata","Antilophia galeata","Antilophia galeata","Pipridae (Manakins)","Helmeted Manakin",0.666284996,NA,NA,NA,NA
"2181","Chiroxiphia lanceolata","Chiroxiphia lanceolata","Chiroxiphia lanceolata","Pipridae (Manakins)","Lance-tailed Manakin",0.906983436333333,NA,NA,NA,NA
"2182","Chiroxiphia linearis","Chiroxiphia linearis","Chiroxiphia linearis","Pipridae (Manakins)","Long-tailed Manakin",0.274887918,NA,NA,NA,NA
"2183","Chiroxiphia boliviana","Chiroxiphia boliviana","Chiroxiphia boliviana","Pipridae (Manakins)","Yungas Manakin",0,NA,NA,NA,NA
"2184","Chiroxiphia caudata","Chiroxiphia caudata","Chiroxiphia caudata","Pipridae (Manakins)","Swallow-tailed Manakin",0.993125457,NA,NA,NA,NA
"2185","Ilicura militaris","Ilicura militaris","Ilicura militaris","Pipridae (Manakins)","Pin-tailed Manakin",0.915008012,NA,NA,NA,NA
"2186","Masius chrysopterus","Masius chrysopterus","Masius chrysopterus","Pipridae (Manakins)","Golden-winged Manakin",0.025624675,NA,NA,NA,NA
"2187","Corapipo altera","Corapipo altera","Corapipo leucorrhoa","Pipridae (Manakins)","White-ruffed Manakin",0.203045791,NA,NA,NA,NA
"2188","Lepidothrix coronata","Lepidothrix coronata","Lepidothrix coronata","Pipridae (Manakins)","Blue-capped Manakin",0.162024331,NA,NA,NA,NA
"2189","Heterocercus aurantiivertex","Heterocercus aurantiivertex","Heterocercus aurantiivertex","Pipridae (Manakins)","Orange-crowned Manakin",0,NA,NA,NA,NA
"2190","Manacus vitellinus","Manacus vitellinus","Manacus vitellinus","Pipridae (Manakins)","Golden-collared Manakin",0.668068961,NA,NA,NA,NA
"2191","Manacus manacus","Manacus manacus","Manacus manacus","Pipridae (Manakins)","White-bearded Manakin",0.47599567075,NA,NA,NA,NA
"2192","Pipra filicauda","Pipra filicauda","Pipra filicauda","Pipridae (Manakins)","Wire-tailed Manakin",0.006953662,NA,NA,NA,NA
"2193","Pipra fasciicauda","Pipra fasciicauda","Pipra fasciicauda","Pipridae (Manakins)","Band-tailed Manakin",0.438888356333333,NA,NA,NA,NA
"2194","Machaeropterus regulus","Machaeropterus striolatus","Machaeropterus striolatus","Pipridae (Manakins)","Striolated Manakin",0.437804155,NA,NA,NA,NA
"2195","Machaeropterus pyrocephalus","Machaeropterus pyrocephalus","Machaeropterus pyrocephalus","Pipridae (Manakins)","Fiery-capped Manakin",0.006934654,NA,NA,NA,NA
"2196","Pipra pipra","Pseudopipra pipra","Pseudopipra pipra","Pipridae (Manakins)","White-crowned Manakin",0.050622393,NA,NA,NA,NA
"2197","Pipra mentalis","Ceratopipra mentalis","Ceratopipra mentalis","Pipridae (Manakins)","Red-capped Manakin",0.346603615,NA,NA,NA,NA
"2198","Pipra erythrocephala","Ceratopipra erythrocephala","Ceratopipra erythrocephala","Pipridae (Manakins)","Golden-headed Manakin",0.226250267,NA,NA,NA,NA
"2199","Carpornis cucullata","Carpornis cucullata","Carpornis cucullata","Cotingidae (Cotingas)","Hooded Berryeater",0.478725627,NA,NA,NA,NA
"2200","Pipreola riefferii","Pipreola riefferii","Pipreola riefferii","Cotingidae (Cotingas)","Green-and-black Fruiteater",0.046453091,NA,NA,NA,NA
"2201","Pipreola arcuata","Pipreola arcuata","Pipreola arcuata","Cotingidae (Cotingas)","Barred Fruiteater",0.001783451,NA,NA,NA,NA
"2202","Pipreola aureopectus","Pipreola aureopectus","Pipreola aureopectus","Cotingidae (Cotingas)","Golden-breasted Fruiteater",0.662501466,NA,NA,NA,NA
"2203","Phytotoma raimondii","Phytotoma raimondii","Phytotoma raimondii","Cotingidae (Cotingas)","Peruvian Plantcutter",0.033679779,NA,NA,NA,NA
"2204","Phytotoma rutila","Phytotoma rutila","Phytotoma rutila","Cotingidae (Cotingas)","White-tipped Plantcutter",1.7340125438,NA,NA,NA,NA
"2205","Phytotoma rara","Phytotoma rara","Phytotoma rara","Cotingidae (Cotingas)","Rufous-tailed Plantcutter",2.310001019,NA,NA,NA,NA
