"","Species_Jetz","Family_Jetz","Order_Jetz","CommonName","aveUAI","Species_eBird","Order_eBird","Species_BirdLife"
"187","Aythya ferina","Anatidae","Anseriformes","Common Pochard",1.62421292504167,"Aythya ferina","Anseriformes","Aythya ferina"
"188","Aythya fuligula","Anatidae","Anseriformes","Tufted Duck",1.94366786865217,"Aythya fuligula","Anseriformes","Aythya fuligula"
"189","Aythya marila","Anatidae","Anseriformes","Greater Scaup",1.9392761543,"Aythya marila","Anseriformes","Aythya marila"
"190","Aythya novaeseelandiae","Anatidae","Anseriformes","New Zealand Scaup",1.51479562,"Aythya novaeseelandiae","Anseriformes","Aythya novaeseelandiae"
"191","Aythya nyroca","Anatidae","Anseriformes","Ferruginous Duck",1.11689589690909,"Aythya nyroca","Anseriformes","Aythya nyroca"
"192","Aythya valisineria","Anatidae","Anseriformes","Canvasback",1.88557809873913,"Aythya valisineria","Anseriformes","Aythya valisineria"
"193","Biziura lobata","Anatidae","Anseriformes","Musk Duck",0.9235235312,"Biziura lobata","Anseriformes","Biziura lobata"
"194","Branta bernicla","Anatidae","Anseriformes","Brant",1.7208463845,"Branta bernicla","Anseriformes","Branta bernicla"
"195","Branta canadensis","Anatidae","Anseriformes","Canada Goose",2.04034880660606,"Branta canadensis","Anseriformes","Branta canadensis"
"196","Branta hutchinsii","Anatidae","Anseriformes","Cackling Goose",2.05030496123529,"Branta hutchinsii","Anseriformes","Branta hutchinsii"
"197","Branta leucopsis","Anatidae","Anseriformes","Barnacle Goose",1.359123395,"Branta leucopsis","Anseriformes","Branta leucopsis"
"198","Branta sandvicensis","Anatidae","Anseriformes","Hawaiian Goose",0.353057482,"Branta sandvicensis","Anseriformes","Branta sandvicensis"
"199","Bucephala albeola","Anatidae","Anseriformes","Bufflehead",1.76431697559259,"Bucephala albeola","Anseriformes","Bucephala albeola"
"200","Bucephala clangula","Anatidae","Anseriformes","Common Goldeneye",1.85542648965714,"Bucephala clangula","Anseriformes","Bucephala clangula"
"201","Bucephala islandica","Anatidae","Anseriformes","Barrow's Goldeneye",1.9536870123,"Bucephala islandica","Anseriformes","Bucephala islandica"
"202","Cairina moschata","Anatidae","Anseriformes","Muscovy Duck",1.54239651525,"Cairina moschata","Anseriformes","Cairina moschata"
"203","Callonetta leucophrys","Anatidae","Anseriformes","Ringed Teal",1.810459088,"Callonetta leucophrys","Anseriformes","Callonetta leucophrys"
"204","Cereopsis novaehollandiae","Anatidae","Anseriformes","Cape Barren Goose",0.34858631225,"Cereopsis novaehollandiae","Anseriformes","Cereopsis novaehollandiae"
"205","Chen caerulescens","Anatidae","Anseriformes","Snow Goose",1.61214412559091,"Anser caerulescens","Anseriformes","Anser caerulescens"
"206","Chen rossii","Anatidae","Anseriformes","Ross's Goose",1.68849027738462,"Anser rossii","Anseriformes","Anser rossii"
"207","Chenonetta jubata","Anatidae","Anseriformes","Maned Duck",1.56996266971429,"Chenonetta jubata","Anseriformes","Chenonetta jubata"
"208","Chloephaga hybrida","Anatidae","Anseriformes","Kelp Goose",0.299246026,"Chloephaga hybrida","Anseriformes","Chloephaga hybrida"
"209","Chloephaga melanoptera","Anatidae","Anseriformes","Andean Goose",0.246674384333333,"Oressochen melanopterus","Anseriformes","Chloephaga melanoptera"
"210","Chloephaga picta","Anatidae","Anseriformes","Upland Goose",0.617243274,"Chloephaga picta","Anseriformes","Chloephaga picta"
"211","Chloephaga poliocephala","Anatidae","Anseriformes","Ashy-headed Goose",1.259010221,"Chloephaga poliocephala","Anseriformes","Chloephaga poliocephala"
"212","Chloephaga rubidiceps","Anatidae","Anseriformes","Ruddy-headed Goose",0.885944113,"Chloephaga rubidiceps","Anseriformes","Chloephaga rubidiceps"
"213","Clangula hyemalis","Anatidae","Anseriformes","Long-tailed Duck",1.79547649978571,"Clangula hyemalis","Anseriformes","Clangula hyemalis"
"214","Coscoroba coscoroba","Anatidae","Anseriformes","Coscoroba Swan",1.167379347,"Coscoroba coscoroba","Anseriformes","Coscoroba coscoroba"
"215","Cyanochen cyanoptera","Anatidae","Anseriformes","Blue-winged Goose",0.313648798,"Cyanochen cyanoptera","Anseriformes","Cyanochen cyanoptera"
"216","Cygnus atratus","Anatidae","Anseriformes","Black Swan",1.19337313933333,"Cygnus atratus","Anseriformes","Cygnus atratus"
"217","Cygnus buccinator","Anatidae","Anseriformes","Trumpeter Swan",1.448204583375,"Cygnus buccinator","Anseriformes","Cygnus buccinator"
"218","Cygnus columbianus","Anatidae","Anseriformes","Tundra Swan",1.1330517548125,"Cygnus columbianus","Anseriformes","Cygnus columbianus"
"219","Cygnus cygnus","Anatidae","Anseriformes","Whooper Swan",1.09058194811111,"Cygnus cygnus","Anseriformes","Cygnus cygnus"
"220","Cygnus melancoryphus","Anatidae","Anseriformes","Black-necked Swan",1.4538588945,"Cygnus melancoryphus","Anseriformes","Cygnus melancoryphus"
"221","Cygnus olor","Anatidae","Anseriformes","Mute Swan",1.71795777548148,"Cygnus olor","Anseriformes","Cygnus olor"
"222","Dendrocygna arborea","Anatidae","Anseriformes","West Indian Whistling-Duck",2.525220171,"Dendrocygna arborea","Anseriformes","Dendrocygna arborea"
"223","Dendrocygna arcuata","Anatidae","Anseriformes","Wandering Whistling-Duck",1.4556293044,"Dendrocygna arcuata","Anseriformes","Dendrocygna arcuata"
"224","Dendrocygna autumnalis","Anatidae","Anseriformes","Black-bellied Whistling-Duck",1.81844447970588,"Dendrocygna autumnalis","Anseriformes","Dendrocygna autumnalis"
"225","Dendrocygna bicolor","Anatidae","Anseriformes","Fulvous Whistling-Duck",1.7588630859,"Dendrocygna bicolor","Anseriformes","Dendrocygna bicolor"
"226","Dendrocygna eytoni","Anatidae","Anseriformes","Plumed Whistling-Duck",1.123033999,"Dendrocygna eytoni","Anseriformes","Dendrocygna eytoni"
"227","Dendrocygna javanica","Anatidae","Anseriformes","Lesser Whistling-Duck",1.37270642608333,"Dendrocygna javanica","Anseriformes","Dendrocygna javanica"
"228","Dendrocygna viduata","Anatidae","Anseriformes","White-faced Whistling-Duck",1.72379759214286,"Dendrocygna viduata","Anseriformes","Dendrocygna viduata"
"229","Heteronetta atricapilla","Anatidae","Anseriformes","Black-headed Duck",1.96177519,"Heteronetta atricapilla","Anseriformes","Heteronetta atricapilla"
"230","Histrionicus histrionicus","Anatidae","Anseriformes","Harlequin Duck",2.031957704375,"Histrionicus histrionicus","Anseriformes","Histrionicus histrionicus"
"231","Lophodytes cucullatus","Anatidae","Anseriformes","Hooded Merganser",2.039399641,"Lophodytes cucullatus","Anseriformes","Lophodytes cucullatus"
"232","Lophonetta specularioides","Anatidae","Anseriformes","Crested Duck",0.485419234,"Lophonetta specularioides","Anseriformes","Lophonetta specularioides"
"233","Malacorhynchus membranaceus","Anatidae","Anseriformes","Pink-eared Duck",1.28954163366667,"Malacorhynchus membranaceus","Anseriformes","Malacorhynchus membranaceus"
"234","Marmaronetta angustirostris","Anatidae","Anseriformes","Marbled Teal",0.922549488,"Marmaronetta angustirostris","Anseriformes","Marmaronetta angustirostris"
"235","Melanitta fusca","Anatidae","Anseriformes","Velvet Scoter",1.052076519,"Melanitta fusca","Anseriformes","Melanitta fusca"
"236","Melanitta fusca","Anatidae","Anseriformes","White-winged Scoter",1.81527269133333,"Melanitta deglandi","Anseriformes","Melanitta deglandi"
"237","Melanitta nigra","Anatidae","Anseriformes","Black Scoter",1.89355058288889,"Melanitta americana","Anseriformes","Melanitta americana"
"238","Melanitta nigra","Anatidae","Anseriformes","Common Scoter",1.2857839454,"Melanitta nigra","Anseriformes","Melanitta nigra"
"239","Melanitta perspicillata","Anatidae","Anseriformes","Surf Scoter",1.75138941266667,"Melanitta perspicillata","Anseriformes","Melanitta perspicillata"
"240","Merganetta armata","Anatidae","Anseriformes","Torrent Duck",0.350282191,"Merganetta armata","Anseriformes","Merganetta armata"
"241","Mergellus albellus","Anatidae","Anseriformes","Smew",1.42010788616667,"Mergellus albellus","Anseriformes","Mergellus albellus"
"242","Mergus merganser","Anatidae","Anseriformes","Common Merganser",1.79651855634375,"Mergus merganser","Anseriformes","Mergus merganser"
"243","Mergus serrator","Anatidae","Anseriformes","Red-breasted Merganser",1.72443948584375,"Mergus serrator","Anseriformes","Mergus serrator"
"244","Netta erythrophthalma","Anatidae","Anseriformes","Southern Pochard",1.903545918,"Netta erythrophthalma","Anseriformes","Netta erythrophthalma"
"245","Netta peposaca","Anatidae","Anseriformes","Rosy-billed Pochard",1.34992887333333,"Netta peposaca","Anseriformes","Netta peposaca"
"246","Netta rufina","Anatidae","Anseriformes","Red-crested Pochard",1.2702455093,"Netta rufina","Anseriformes","Netta rufina"
"247","Nettapus coromandelianus","Anatidae","Anseriformes","Cotton Pygmy-Goose",1.29839130988889,"Nettapus coromandelianus","Anseriformes","Nettapus coromandelianus"
"248","Nettapus pulchellus","Anatidae","Anseriformes","Green Pygmy-Goose",1.396210761,"Nettapus pulchellus","Anseriformes","Nettapus pulchellus"
"249","Nomonyx dominicus","Anatidae","Anseriformes","Masked Duck",3.037109421,"Nomonyx dominicus","Anseriformes","Nomonyx dominicus"
"250","Oxyura australis","Anatidae","Anseriformes","Blue-billed Duck",1.210167296,"Oxyura australis","Anseriformes","Oxyura australis"
"251","Oxyura jamaicensis","Anatidae","Anseriformes","Andean Duck",1.68541628666667,"Oxyura ferruginea","Anseriformes","Oxyura ferruginea"
"252","Oxyura jamaicensis","Anatidae","Anseriformes","Ruddy Duck",1.73547800248387,"Oxyura jamaicensis","Anseriformes","Oxyura jamaicensis"
"253","Oxyura maccoa","Anatidae","Anseriformes","Maccoa Duck",1.840798975,"Oxyura maccoa","Anseriformes","Oxyura maccoa"
"254","Oxyura vittata","Anatidae","Anseriformes","Lake Duck",1.82050380375,"Oxyura vittata","Anseriformes","Oxyura vittata"
"255","Plectropterus gambensis","Anatidae","Anseriformes","Spur-winged Goose",1.2936812125,"Plectropterus gambensis","Anseriformes","Plectropterus gambensis"
"256","Sarkidiornis melanotos","Anatidae","Anseriformes","Comb Duck",0.227253726,"Sarkidiornis sylvicola","Anseriformes","Sarkidiornis sylvicola"
"257","Sarkidiornis melanotos","Anatidae","Anseriformes","Knob-billed Duck",1.32574469666667,"Sarkidiornis melanotos","Anseriformes","Sarkidiornis melanotos"
"258","Somateria mollissima","Anatidae","Anseriformes","Common Eider",1.4610125842,"Somateria mollissima","Anseriformes","Somateria mollissima"
"259","Somateria spectabilis","Anatidae","Anseriformes","King Eider",2.698603956,"Somateria spectabilis","Anseriformes","Somateria spectabilis"
"260","Speculanas specularis","Anatidae","Anseriformes","Spectacled Duck",0.399711877,"Speculanas specularis","Anseriformes","Speculanas specularis"
"261","Stictonetta naevosa","Anatidae","Anseriformes","Freckled Duck",1.49676055283333,"Stictonetta naevosa","Anseriformes","Stictonetta naevosa"
"262","Tachyeres patachonicus","Anatidae","Anseriformes","Flying Steamer-Duck",1.241020607,"Tachyeres patachonicus","Anseriformes","Tachyeres patachonicus"
"263","Tachyeres pteneres","Anatidae","Anseriformes","Flightless Steamer-Duck",0.4965967635,"Tachyeres pteneres","Anseriformes","Tachyeres pteneres"
"264","Tadorna cana","Anatidae","Anseriformes","South African Shelduck",1.290385297,"Tadorna cana","Anseriformes","Tadorna cana"
"265","Tadorna ferruginea","Anatidae","Anseriformes","Ruddy Shelduck",1.69493414654545,"Tadorna ferruginea","Anseriformes","Tadorna ferruginea"
"266","Tadorna radjah","Anatidae","Anseriformes","Radjah Shelduck",0.840510308,"Radjah radjah","Anseriformes","Radjah radjah"
"267","Tadorna tadorna","Anatidae","Anseriformes","Common Shelduck",1.478695685625,"Tadorna tadorna","Anseriformes","Tadorna tadorna"
"268","Tadorna tadornoides","Anatidae","Anseriformes","Australian Shelduck",1.003822003,"Tadorna tadornoides","Anseriformes","Tadorna tadornoides"
"269","Tadorna variegata","Anatidae","Anseriformes","Paradise Shelduck",0.887279352,"Tadorna variegata","Anseriformes","Tadorna variegata"
"270","Thalassornis leuconotus","Anatidae","Anseriformes","White-backed Duck",1.361765305,"Thalassornis leuconotus","Anseriformes","Thalassornis leuconotus"
"271","Anhima cornuta","Anhimidae","Anseriformes","Horned Screamer",0.102651497,"Anhima cornuta","Anseriformes","Anhima cornuta"
"272","Chauna torquata","Anhimidae","Anseriformes","Southern Screamer",1.4162873356,"Chauna torquata","Anseriformes","Chauna torquata"
"273","Anseranas semipalmata","Anseranatidae","Anseriformes","Magpie Goose",1.3928014082,"Anseranas semipalmata","Anseriformes","Anseranas semipalmata"
"274","Aegotheles cristatus","Aegothelidae","Apodiformes","Australian Owlet-nightjar",0.395209061,"Aegotheles cristatus","Caprimulgiformes","Aegotheles cristatus"
"275","Aeronautes andecolus","Apodidae","Apodiformes","Andean Swift",0.490059625,"Aeronautes andecolus","Caprimulgiformes","Aeronautes andecolus"
"276","Aeronautes montivagus","Apodidae","Apodiformes","White-tipped Swift",1.05428883833333,"Aeronautes montivagus","Caprimulgiformes","Aeronautes montivagus"
"277","Aeronautes saxatalis","Apodidae","Apodiformes","White-throated Swift",1.25252826755556,"Aeronautes saxatalis","Caprimulgiformes","Aeronautes saxatalis"
"278","Apus affinis","Apodidae","Apodiformes","Little Swift",2.01079770793333,"Apus affinis","Caprimulgiformes","Apus affinis"
"279","Apus apus","Apodidae","Apodiformes","Common Swift",2.37870703961538,"Apus apus","Caprimulgiformes","Apus apus"
"280","Apus balstoni","Apodidae","Apodiformes","Malagasy Swift",1.49712158,"Apus balstoni","Caprimulgiformes","Apus balstoni"
"281","Apus barbatus","Apodidae","Apodiformes","African Swift",1.80129755266667,"Apus barbatus","Caprimulgiformes","Apus barbatus"
"282","Apus berliozi","Apodidae","Apodiformes","Forbes-Watson's Swift",1.395859953,"Apus berliozi","Caprimulgiformes","Apus berliozi"
"283","Apus caffer","Apodidae","Apodiformes","White-rumped Swift",1.9236519665,"Apus caffer","Caprimulgiformes","Apus caffer"
"284","Apus niansae","Apodidae","Apodiformes","Nyanza Swift",2.253967329,"Apus niansae","Caprimulgiformes","Apus niansae"
"285","Apus nipalensis","Apodidae","Apodiformes","House Swift",2.75360201222222,"Apus nipalensis","Caprimulgiformes","Apus nipalensis"
"286","Apus pacificus","Apodidae","Apodiformes","Pacific Swift",1.777402945,"Apus pacificus","Caprimulgiformes","Apus pacificus"
"287","Apus pallidus","Apodidae","Apodiformes","Pallid Swift",2.98607828533333,"Apus pallidus","Caprimulgiformes","Apus pallidus"
"288","Apus unicolor","Apodidae","Apodiformes","Plain Swift",2.777041155,"Apus unicolor","Caprimulgiformes","Apus unicolor"
"289","Chaetura brachyura","Apodidae","Apodiformes","Short-tailed Swift",1.7791962605,"Chaetura brachyura","Caprimulgiformes","Chaetura brachyura"
"290","Chaetura cinereiventris","Apodidae","Apodiformes","Gray-rumped Swift",1.075811543,"Chaetura cinereiventris","Caprimulgiformes","Chaetura cinereiventris"
"291","Chaetura meridionalis","Apodidae","Apodiformes","Sick's Swift",3.178202371,"Chaetura meridionalis","Caprimulgiformes","Chaetura meridionalis"
"292","Chaetura pelagica","Apodidae","Apodiformes","Chimney Swift",2.5713172629375,"Chaetura pelagica","Caprimulgiformes","Chaetura pelagica"
"293","Chaetura spinicaudus","Apodidae","Apodiformes","Band-rumped Swift",1.131059868,"Chaetura spinicaudus","Caprimulgiformes","Chaetura spinicaudus"
"294","Chaetura vauxi","Apodidae","Apodiformes","Vaux's Swift",1.6915461565,"Chaetura vauxi","Caprimulgiformes","Chaetura vauxi"
"295","Collocalia amelis","Apodidae","Apodiformes","Ameline Swiftlet",1.594981561,"Aerodramus amelis","Caprimulgiformes","Aerodramus vanikorensis"
"296","Collocalia bartschi","Apodidae","Apodiformes","Mariana Swiftlet",0.963705161,"Aerodramus bartschi","Caprimulgiformes","Aerodramus bartschi"
"297","Collocalia fuciphaga","Apodidae","Apodiformes","White-nest Swiftlet",1.5823907335,"Aerodramus fuciphagus","Caprimulgiformes","Aerodramus fuciphagus"
"298","Collocalia germani","Apodidae","Apodiformes","Germain's Swiftlet",2.668577363,"Aerodramus germani","Caprimulgiformes","Aerodramus fuciphagus"
"299","Collocalia linchi","Apodidae","Apodiformes","Cave Swiftlet",2.601543211,"Collocalia linchi","Caprimulgiformes","Collocalia linchi"
"300","Collocalia terraereginae","Apodidae","Apodiformes","Australian Swiftlet",0.824959568,"Aerodramus terraereginae","Caprimulgiformes","Aerodramus terraereginae"
"301","Collocalia troglodytes","Apodidae","Apodiformes","Pygmy Swiftlet",0.629280677,"Collocalia troglodytes","Caprimulgiformes","Collocalia troglodytes"
"302","Collocalia unicolor","Apodidae","Apodiformes","Indian Swiftlet",0.610312545,"Aerodramus unicolor","Caprimulgiformes","Aerodramus unicolor"
"303","Cypseloides niger","Apodidae","Apodiformes","Black Swift",0.786302607,"Cypseloides niger","Caprimulgiformes","Cypseloides niger"
"304","Cypsiurus balasiensis","Apodidae","Apodiformes","Asian Palm Swift",1.8787385644,"Cypsiurus balasiensis","Caprimulgiformes","Cypsiurus balasiensis"
"305","Cypsiurus parvus","Apodidae","Apodiformes","African Palm Swift",1.7505914342,"Cypsiurus parvus","Caprimulgiformes","Cypsiurus parvus"
"306","Hirundapus caudacutus","Apodidae","Apodiformes","White-throated Needletail",1.18848248533333,"Hirundapus caudacutus","Caprimulgiformes","Hirundapus caudacutus"
"307","Hirundapus cochinchinensis","Apodidae","Apodiformes","Silver-backed Needletail",0.613004167,"Hirundapus cochinchinensis","Caprimulgiformes","Hirundapus cochinchinensis"
"308","Hirundapus giganteus","Apodidae","Apodiformes","Brown-backed Needletail",0.56706176,"Hirundapus giganteus","Caprimulgiformes","Hirundapus giganteus"
"309","Panyptila cayennensis","Apodidae","Apodiformes","Lesser Swallow-tailed Swift",1.174778527,"Panyptila cayennensis","Caprimulgiformes","Panyptila cayennensis"
"310","Streptoprocne rutila","Apodidae","Apodiformes","Chestnut-collared Swift",0.283738048666667,"Streptoprocne rutila","Caprimulgiformes","Streptoprocne rutila"
