,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
117,Francolinus leucoscepus,Pternistis leucoscepus,Pternistis leucoscepus,"Phasianidae (Pheasants, Grouse, and Allies)",Yellow-necked Spurfowl,0.710782735,NA,NA,NA,NA,Phasianidae,88,"(Pheasants, Grouse, and Allies)",No,
118,Columba livia,Columba livia,Columba livia,Columbidae (Pigeons and Doves),Rock Pigeon,2.863742596,Columba livia,2.888928507,NA,NA,Columbidae,79,(Pigeons and Doves),No,
119,Columba guinea,Columba guinea,Columba guinea,Columbidae (Pigeons and Doves),Speckled Pigeon,1.91336676,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
120,Columba albitorques,Columba albitorques,Columba albitorques,Columbidae (Pigeons and Doves),White-collared Pigeon,1.753307041,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
121,Columba oenas,Columba oenas,Columba oenas,Columbidae (Pigeons and Doves),Stock Dove,1.28458156,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
122,Columba palumbus,Columba palumbus,Columba palumbus,Columbidae (Pigeons and Doves),Common Wood-Pigeon,1.824845185,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
123,Columba arquatrix,Columba arquatrix,Columba arquatrix,Columbidae (Pigeons and Doves),Rameron Pigeon,1.98051592,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
124,Columba pulchricollis,Columba pulchricollis,Columba pulchricollis,Columbidae (Pigeons and Doves),Ashy Wood-Pigeon,0.314961281,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
125,Columba elphinstonii,Columba elphinstonii,Columba elphinstonii,Columbidae (Pigeons and Doves),Nilgiri Wood-Pigeon,0.695356737,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
126,Columba palumboides,Columba palumboides,Columba palumboides,Columbidae (Pigeons and Doves),Andaman Wood-Pigeon,0.190293883,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
127,Columba leucomela,Columba leucomela,Columba leucomela,Columbidae (Pigeons and Doves),White-headed Pigeon,0.922836978,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
128,Patagioenas cayennensis,Patagioenas cayennensis,Patagioenas cayennensis,Columbidae (Pigeons and Doves),Pale-vented Pigeon,1.66168561,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
129,Patagioenas speciosa,Patagioenas speciosa,Patagioenas speciosa,Columbidae (Pigeons and Doves),Scaled Pigeon,0.345887995,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
130,Patagioenas squamosa,Patagioenas squamosa,Patagioenas squamosa,Columbidae (Pigeons and Doves),Scaly-naped Pigeon,0.847325812,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
131,Patagioenas picazuro,Patagioenas picazuro,Patagioenas picazuro,Columbidae (Pigeons and Doves),Picazuro Pigeon,2.116248621,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
132,Patagioenas maculosa,Patagioenas maculosa,Patagioenas maculosa,Columbidae (Pigeons and Doves),Spot-winged Pigeon,2.241317456,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
133,Patagioenas leucocephala,Patagioenas leucocephala,Patagioenas leucocephala,Columbidae (Pigeons and Doves),White-crowned Pigeon,1.775375833,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
134,Patagioenas flavirostris,Patagioenas flavirostris,Patagioenas flavirostris,Columbidae (Pigeons and Doves),Red-billed Pigeon,1.0485493,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
135,Patagioenas inornata,Patagioenas inornata,Patagioenas inornata,Columbidae (Pigeons and Doves),Plain Pigeon,0.364411246,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
136,Patagioenas fasciata,Patagioenas fasciata,Patagioenas fasciata,Columbidae (Pigeons and Doves),Band-tailed Pigeon,1.131707605,Patagioenas fasciata,0.851307137,NA,NA,Columbidae,79,(Pigeons and Doves),No,
137,Patagioenas araucana,Patagioenas araucana,Patagioenas araucana,Columbidae (Pigeons and Doves),Chilean Pigeon,1.428034329,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
138,Patagioenas caribaea,Patagioenas caribaea,Patagioenas caribaea,Columbidae (Pigeons and Doves),Ring-tailed Pigeon,0.35734444,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
139,Patagioenas plumbea,Patagioenas plumbea,Patagioenas plumbea,Columbidae (Pigeons and Doves),Plumbeous Pigeon,0.595145977,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
140,Patagioenas subvinacea,Patagioenas subvinacea,Patagioenas subvinacea,Columbidae (Pigeons and Doves),Ruddy Pigeon,0.64311487,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
141,Patagioenas nigrirostris,Patagioenas nigrirostris,Patagioenas nigrirostris,Columbidae (Pigeons and Doves),Short-billed Pigeon,0.317033306,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
142,Streptopelia turtur,Streptopelia turtur,Streptopelia turtur,Columbidae (Pigeons and Doves),European Turtle-Dove,1.151027768,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
143,Streptopelia lugens,Streptopelia lugens,Streptopelia lugens,Columbidae (Pigeons and Doves),Dusky Turtle-Dove,2.115971963,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
144,Streptopelia orientalis,Streptopelia orientalis,Streptopelia orientalis,Columbidae (Pigeons and Doves),Oriental Turtle-Dove,2.414062418,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
145,Streptopelia bitorquata,Streptopelia bitorquata,Streptopelia bitorquata,Columbidae (Pigeons and Doves),Sunda Collared-Dove,2.737619168,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
146,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto,Columbidae (Pigeons and Doves),Eurasian Collared-Dove,2.148159431,Streptopelia decaocto,1.691456054,NA,NA,Columbidae,79,(Pigeons and Doves),No,
147,Streptopelia roseogrisea,Streptopelia roseogrisea,Streptopelia roseogrisea,Columbidae (Pigeons and Doves),African Collared-Dove,2.381790563,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
148,Streptopelia decipiens,Streptopelia decipiens,Streptopelia decipiens,Columbidae (Pigeons and Doves),Mourning Collared-Dove,1.233402847,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
149,Streptopelia semitorquata,Streptopelia semitorquata,Streptopelia semitorquata,Columbidae (Pigeons and Doves),Red-eyed Dove,1.760269548,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
150,Streptopelia capicola,Streptopelia capicola,Streptopelia capicola,Columbidae (Pigeons and Doves),Ring-necked Dove,1.31319917,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
151,Streptopelia tranquebarica,Streptopelia tranquebarica,Streptopelia tranquebarica,Columbidae (Pigeons and Doves),Red Collared-Dove,1.574781054,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
152,Macropygia phasianella,Macropygia phasianella,Macropygia phasianella,Columbidae (Pigeons and Doves),Brown Cuckoo-Dove,0.389691912,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
153,Macropygia rufipennis,Macropygia rufipennis,Macropygia rufipennis,Columbidae (Pigeons and Doves),Andaman Cuckoo-Dove,0.119900151,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
154,Macropygia tenuirostris,Macropygia tenuirostris,Macropygia tenuirostris,Columbidae (Pigeons and Doves),Philippine Cuckoo-Dove,0.573062174,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
155,Macropygia ruficeps,Macropygia ruficeps,Macropygia ruficeps,Columbidae (Pigeons and Doves),Little Cuckoo-Dove,0.234663837,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
156,Turtur chalcospilos,Turtur chalcospilos,Turtur chalcospilos,Columbidae (Pigeons and Doves),Emerald-spotted Wood-Dove,0.5595771,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
157,Turtur afer,Turtur afer,Turtur afer,Columbidae (Pigeons and Doves),Blue-spotted Wood-Dove,0.406467807,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
158,Turtur tympanistria,Turtur tympanistria,Turtur tympanistria,Columbidae (Pigeons and Doves),Tambourine Dove,1.052859735,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
159,Oena capensis,Oena capensis,Oena capensis,Columbidae (Pigeons and Doves),Namaqua Dove,0.388047787,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
160,Chalcophaps indica,Chalcophaps indica,Chalcophaps indica,Columbidae (Pigeons and Doves),Asian Emerald Dove,1.180806513,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
161,Chalcophaps indica,Chalcophaps longirostris,Chalcophaps longirostris,Columbidae (Pigeons and Doves),Pacific Emerald Dove,0.426471065,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
162,Phaps chalcoptera,Phaps chalcoptera,Phaps chalcoptera,Columbidae (Pigeons and Doves),Common Bronzewing,0.776746969,NA,NA,Phaps chalcoptera,U,Columbidae,79,(Pigeons and Doves),No,
163,Phaps elegans,Phaps elegans,Phaps elegans,Columbidae (Pigeons and Doves),Brush Bronzewing,0.317854939,NA,NA,Phaps elegans,N,Columbidae,79,(Pigeons and Doves),No,
164,Ocyphaps lophotes,Ocyphaps lophotes,Ocyphaps lophotes,Columbidae (Pigeons and Doves),Crested Pigeon,1.590927065,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
165,Geophaps scripta,Geophaps scripta,Geophaps scripta,Columbidae (Pigeons and Doves),Squatter Pigeon,0.02843021,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
166,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Columbidae (Pigeons and Doves),Wonga Pigeon,0.424758488,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
167,Geopelia cuneata,Geopelia cuneata,Geopelia cuneata,Columbidae (Pigeons and Doves),Diamond Dove,NA,NA,NA,Geopelia cuneata,N,Columbidae,79,(Pigeons and Doves),No,
168,Geopelia striata,Geopelia striata,Geopelia striata,Columbidae (Pigeons and Doves),Zebra Dove,2.306024459,NA,NA,Geopelia striata,U,Columbidae,79,(Pigeons and Doves),No,
169,Geopelia placida,Geopelia placida,Geopelia placida,Columbidae (Pigeons and Doves),Peaceful Dove,0.790157122,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
170,Geopelia humeralis,Geopelia humeralis,Geopelia humeralis,Columbidae (Pigeons and Doves),Bar-shouldered Dove,1.138235448,NA,NA,Geopelia humeralis,U,Columbidae,79,(Pigeons and Doves),No,
171,Columbina inca,Columbina inca,Columbina inca,Columbidae (Pigeons and Doves),Inca Dove,1.935070564,Columbina inca,1.947450006,NA,NA,Columbidae,79,(Pigeons and Doves),No,
172,Columbina passerina,Columbina passerina,Columbina passerina,Columbidae (Pigeons and Doves),Common Ground Dove,1.586075064,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
173,Columbina minuta,Columbina minuta,Columbina minuta,Columbidae (Pigeons and Doves),Plain-breasted Ground Dove,1.388096235,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
174,Columbina talpacoti,Columbina talpacoti,Columbina talpacoti,Columbidae (Pigeons and Doves),Ruddy Ground Dove,2.240540188,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
175,Columbina buckleyi,Columbina buckleyi,Columbina buckleyi,Columbidae (Pigeons and Doves),Ecuadorian Ground Dove,2.520192083,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
176,Columbina squammata,Columbina squammata,Columbina squammata,Columbidae (Pigeons and Doves),Scaled Dove,2.223964768,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
177,Columbina picui,Columbina picui,Columbina picui,Columbidae (Pigeons and Doves),Picui Ground Dove,2.131082783,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
178,Columbina cruziana,Columbina cruziana,Columbina cruziana,Columbidae (Pigeons and Doves),Croaking Ground Dove,1.870337319,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
179,Claravis pretiosa,Claravis pretiosa,Claravis pretiosa,Columbidae (Pigeons and Doves),Blue Ground Dove,0.653922402,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
180,Metriopelia ceciliae,Metriopelia ceciliae,Metriopelia ceciliae,Columbidae (Pigeons and Doves),Bare-faced Ground Dove,0.930224493,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
181,Metriopelia melanoptera,Metriopelia melanoptera,Metriopelia melanoptera,Columbidae (Pigeons and Doves),Black-winged Ground Dove,0.397789477,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
182,Geotrygon versicolor,Geotrygon versicolor,Geotrygon versicolor,Columbidae (Pigeons and Doves),Crested Quail-Dove,0.247756376,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
183,Geotrygon montana,Geotrygon montana,Geotrygon montana,Columbidae (Pigeons and Doves),Ruddy Quail-Dove,0.698027118,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
184,Leptotila verreauxi,Leptotila verreauxi,Leptotila verreauxi,Columbidae (Pigeons and Doves),White-tipped Dove,1.221522327,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
185,Leptotila jamaicensis,Leptotila jamaicensis,Leptotila jamaicensis,Columbidae (Pigeons and Doves),Caribbean Dove,1.333640828,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
186,Leptotila cassini,Leptotila cassinii,Leptotila cassinii,Columbidae (Pigeons and Doves),Gray-chested Dove,0.542514272,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
187,Leptotila plumbeiceps,Leptotila plumbeiceps,Leptotila plumbeiceps,Columbidae (Pigeons and Doves),Gray-headed Dove,0.039400492,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
188,Leptotila rufaxilla,Leptotila rufaxilla,Leptotila rufaxilla,Columbidae (Pigeons and Doves),Gray-fronted Dove,0.761158182,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
189,Leptotila pallida,Leptotila pallida,Leptotila pallida,Columbidae (Pigeons and Doves),Pallid Dove,0.321887817,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
190,Geotrygon carrikeri,Zentrygon carrikeri,Zentrygon carrikeri,Columbidae (Pigeons and Doves),Tuxtla Quail-Dove,0,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
191,Geotrygon albifacies,Zentrygon albifacies,Zentrygon albifacies,Columbidae (Pigeons and Doves),White-faced Quail-Dove,0.126887749,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
192,Geotrygon frenata,Zentrygon frenata,Zentrygon frenata,Columbidae (Pigeons and Doves),White-throated Quail-Dove,0.11515842,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
193,Geotrygon linearis,Zentrygon linearis,Zentrygon linearis,Columbidae (Pigeons and Doves),Lined Quail-Dove,0.166813051,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
194,Zenaida meloda,Zenaida meloda,Zenaida meloda,Columbidae (Pigeons and Doves),West Peruvian Dove,1.911478882,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
195,Zenaida asiatica,Zenaida asiatica,Zenaida asiatica,Columbidae (Pigeons and Doves),White-winged Dove,2.333961065,Zenaida asiatica,2.164636925,NA,NA,Columbidae,79,(Pigeons and Doves),No,
196,Zenaida aurita,Zenaida aurita,Zenaida aurita,Columbidae (Pigeons and Doves),Zenaida Dove,1.115714842,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
197,Zenaida auriculata,Zenaida auriculata,Zenaida auriculata,Columbidae (Pigeons and Doves),Eared Dove,2.350954351,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
198,Zenaida macroura,Zenaida macroura,Zenaida macroura,Columbidae (Pigeons and Doves),Mourning Dove,1.868112464,Zenaida macroura,1.42307675,NA,NA,Columbidae,79,(Pigeons and Doves),No,
199,Phapitreron leucotis,Phapitreron leucotis,Phapitreron leucotis,Columbidae (Pigeons and Doves),White-eared Brown-Dove,1.076678536,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
200,Treron vernans,Treron vernans,Treron vernans,Columbidae (Pigeons and Doves),Pink-necked Green-Pigeon,2.394951325,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
201,Treron pompadora,Treron affinis,Treron affinis,Columbidae (Pigeons and Doves),Gray-fronted Green-Pigeon,0.606393089,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
202,Treron pompadora,Treron chloropterus,Treron chloropterus,Columbidae (Pigeons and Doves),Andaman Green-Pigeon,0.2329645,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
203,Treron pompadora,Treron axillaris,Treron axillaris,Columbidae (Pigeons and Doves),Philippine Green-Pigeon,1.013396326,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
204,Treron curvirostra,Treron curvirostra,Treron curvirostra,Columbidae (Pigeons and Doves),Thick-billed Green-Pigeon,2.8056392,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
205,Treron griseicauda,Treron griseicauda,Treron griseicauda,Columbidae (Pigeons and Doves),Gray-cheeked Green-Pigeon,2.991841783,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
206,Treron phoenicopterus,Treron phoenicopterus,Treron phoenicopterus,Columbidae (Pigeons and Doves),Yellow-footed Green-Pigeon,1.521213171,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
207,Treron waalia,Treron waalia,Treron waalia,Columbidae (Pigeons and Doves),Bruce's Green-Pigeon,1.052172453,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
208,Treron calvus,Treron calvus,Treron calvus,Columbidae (Pigeons and Doves),African Green-Pigeon,1.662795402,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
209,Treron sieboldii,Treron sieboldii,Treron sieboldii,Columbidae (Pigeons and Doves),White-bellied Green-Pigeon,2.450086146,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
210,Treron formosae,Treron formosae,Treron formosae,Columbidae (Pigeons and Doves),Whistling Green-Pigeon,1.522794943,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
211,Ptilinopus jambu,Ptilinopus jambu,Ramphiculus jambu,Columbidae (Pigeons and Doves),Jambu Fruit-Dove,2.93231754,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
212,Ptilinopus leclancheri,Ptilinopus leclancheri,Ramphiculus leclancheri,Columbidae (Pigeons and Doves),Black-chinned Fruit-Dove,0.101425669,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
213,Ptilinopus magnificus,Ptilinopus magnificus,Megaloprepia magnifica,Columbidae (Pigeons and Doves),Wompoo Fruit-Dove,0.061193733,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
214,Ptilinopus superbus,Ptilinopus superbus,Ptilinopus superbus,Columbidae (Pigeons and Doves),Superb Fruit-Dove,0.414031781,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
215,Ptilinopus regina,Ptilinopus regina,Ptilinopus regina,Columbidae (Pigeons and Doves),Rose-crowned Fruit-Dove,0.500787682,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
216,Ptilinopus melanospilus,Ptilinopus melanospilus,Ptilinopus melanospilus,Columbidae (Pigeons and Doves),Black-naped Fruit-Dove,2.961408054,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
217,Alectroenas madagascariensis,Alectroenas madagascariensis,Alectroenas madagascariensis,Columbidae (Pigeons and Doves),Madagascar Blue-Pigeon,0.112766317,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
218,Ducula aenea,Ducula aenea,Ducula aenea,Columbidae (Pigeons and Doves),Green Imperial-Pigeon,1.309132957,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
219,Ducula badia,Ducula badia,Ducula badia,Columbidae (Pigeons and Doves),Mountain Imperial-Pigeon,0.177682825,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
220,Ducula bicolor,Ducula bicolor,Ducula bicolor,Columbidae (Pigeons and Doves),Pied Imperial-Pigeon,3.314083351,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
221,Ducula spilorrhoa,Ducula spilorrhoa,Ducula spilorrhoa,Columbidae (Pigeons and Doves),Torresian Imperial-Pigeon,1.876217325,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
222,Lopholaimus antarcticus,Lopholaimus antarcticus,Lopholaimus antarcticus,Columbidae (Pigeons and Doves),Topknot Pigeon,0.656979147,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
223,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Columbidae (Pigeons and Doves),New Zealand Pigeon,0.609990096,NA,NA,NA,NA,Columbidae,79,(Pigeons and Doves),No,
224,Pterocles alchata,Pterocles alchata,Pterocles alchata,Pteroclidae (Sandgrouse),Pin-tailed Sandgrouse,0.470019751,NA,NA,NA,NA,Pteroclidae,42,(Sandgrouse),No,NA
225,Pterocles exustus,Pterocles exustus,Pterocles exustus,Pteroclidae (Sandgrouse),Chestnut-bellied Sandgrouse,1.813647076,NA,NA,NA,NA,Pteroclidae,42,(Sandgrouse),No,NA
226,Pterocles orientalis,Pterocles orientalis,Pterocles orientalis,Pteroclidae (Sandgrouse),Black-bellied Sandgrouse,0.143391081,NA,NA,NA,NA,Pteroclidae,42,(Sandgrouse),No,NA
227,Otis tarda,Otis tarda,Otis tarda,Otididae (Bustards),Great Bustard,0.192904327,NA,NA,NA,NA,Otididae,140,(Bustards),No,
228,Ardeotis australis,Ardeotis australis,Ardeotis australis,Otididae (Bustards),Australian Bustard,0.449570077,NA,NA,NA,NA,Otididae,140,(Bustards),No,
229,Eupodotis afra,Eupodotis afra,Afrotis afra,Otididae (Bustards),Black Bustard,0.087996372,NA,NA,NA,NA,Otididae,140,(Bustards),No,
230,Eupodotis afraoides,Eupodotis afraoides,Afrotis afraoides,Otididae (Bustards),White-quilled Bustard,0.759410999,NA,NA,NA,NA,Otididae,140,(Bustards),No,
231,Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,Otididae (Bustards),Little Bustard,0.623397139,NA,NA,NA,NA,Otididae,140,(Bustards),No,
232,Corythaeola cristata,Corythaeola cristata,Corythaeola cristata,Musophagidae (Turacos),Great Blue Turaco,0.815851157,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
233,Tauraco schalowi,Tauraco schalowi,Tauraco schalowi,Musophagidae (Turacos),Schalow's Turaco,0.777127843,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
234,Tauraco corythaix,Tauraco corythaix,Tauraco corythaix,Musophagidae (Turacos),Knysna Turaco,0.773418339,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
235,Tauraco hartlaubi,Tauraco hartlaubi,Tauraco hartlaubi,Musophagidae (Turacos),Hartlaub's Turaco,1.393147121,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
236,Tauraco porphyreolophus,Tauraco porphyreolophus,Gallirex porphyreolophus,Musophagidae (Turacos),Purple-crested Turaco,1.788792634,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
237,Musophaga rossae,Musophaga rossae,Musophaga rossae,Musophagidae (Turacos),Ross's Turaco,1.289133741,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
238,Corythaixoides concolor,Corythaixoides concolor,Corythaixoides concolor,Musophagidae (Turacos),Gray Go-away-bird,1.636905738,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
239,Corythaixoides leucogaster,Corythaixoides leucogaster,Criniferoides leucogaster,Musophagidae (Turacos),White-bellied Go-away-bird,0.577783416,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
240,Crinifer zonurus,Crinifer zonurus,Crinifer zonurus,Musophagidae (Turacos),Eastern Plantain-eater,1.39620496,NA,NA,NA,NA,Musophagidae,138,(Turacos),No,
241,Guira guira,Guira guira,Guira guira,Cuculidae (Cuckoos),Guira Cuckoo,2.208591335,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
242,Crotophaga major,Crotophaga major,Crotophaga major,Cuculidae (Cuckoos),Greater Ani,1.520195294,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
243,Crotophaga ani,Crotophaga ani,Crotophaga ani,Cuculidae (Cuckoos),Smooth-billed Ani,1.819505902,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
244,Crotophaga sulcirostris,Crotophaga sulcirostris,Crotophaga sulcirostris,Cuculidae (Cuckoos),Groove-billed Ani,1.496252873,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
245,Tapera naevia,Tapera naevia,Tapera naevia,Cuculidae (Cuckoos),Striped Cuckoo,1.023883499,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
246,Dromococcyx phasianellus,Dromococcyx phasianellus,Dromococcyx phasianellus,Cuculidae (Cuckoos),Pheasant Cuckoo,0.247454742,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
247,Morococcyx erythropygus,Morococcyx erythropygus,Morococcyx erythropygus,Cuculidae (Cuckoos),Lesser Ground-Cuckoo,0.574612946,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
248,Geococcyx velox,Geococcyx velox,Geococcyx velox,Cuculidae (Cuckoos),Lesser Roadrunner,0.560501656,NA,NA,NA,NA,Cuculidae,59,(Cuckoos),No,
