SpecID,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Species,Scientific,English,GS,Corneal.Diameter..mm.,Transverse.Diameter..mm.,Axial.Diameter..mm.,C.T,Source,Material,ScleroticRingOuterDiameter.mm,MuseumNumber,Notes
7376,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_virescens,Lichenostomus virescens,Singing Honeyeater,Lichenostomus_virescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
7377,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_flavus,Lichenostomus flavus,Yellow Honeyeater,Lichenostomus_flavus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_unicolor,Lichenostomus unicolor,White-gaped Honeyeater,Lichenostomus_unicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
7379,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_leucotis,Lichenostomus leucotis,White-eared Honeyeater,Lichenostomus_leucotis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7380,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_flavicollis,Lichenostomus flavicollis,Yellow-throated Honeyeater,Lichenostomus_flavicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7381,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_melanops,Lichenostomus melanops,Yellow-tufted Honeyeater,Lichenostomus_melanops,NA,NA,NA,NA,NA,NA,NA,NA,NA
7382,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_cratitius,Lichenostomus cratitius,Purple-gaped Honeyeater,Lichenostomus_cratitius,NA,NA,NA,NA,NA,NA,NA,NA,NA
7383,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_keartlandi,Lichenostomus keartlandi,Grey-headed Honeyeater,Lichenostomus_keartlandi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7384,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_flavescens,Lichenostomus flavescens,Yellow-tinted Honeyeater,Lichenostomus_flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
7385,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_fuscus,Lichenostomus fuscus,Fuscous Honeyeater,Lichenostomus_fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7386,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_plumulus,Lichenostomus plumulus,Grey-fronted Honeyeater,Lichenostomus_plumulus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7387,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_ornatus,Lichenostomus ornatus,Yellow-plumed Honeyeater,Lichenostomus_ornatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7388,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Lichenostomus_penicillatus,Lichenostomus penicillatus,White-plumed Honeyeater,Lichenostomus_penicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Xanthotis_flaviventer,Xanthotis flaviventer,Tawny-breasted Honeyeater,Xanthotis_flaviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA
7391,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Xanthotis_polygrammus,Xanthotis polygrammus,Spotted Honeyeater,Xanthotis_polygrammus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7392,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Xanthotis_macleayanus,Xanthotis macleayanus,Macleay's Honeyeater,Xanthotis_macleayanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7393,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Xanthotis_provocator,Xanthotis provocator,Kadavu Honeyeater,Xanthotis_provocator,NA,NA,NA,NA,NA,NA,NA,NA,NA
7394,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Oreornis_chrysogenys,Oreornis chrysogenys,Orange-cheeked Honeyeater,Oreornis_chrysogenys,NA,NA,NA,NA,NA,NA,NA,NA,NA
7395,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_lunatus,Melithreptus lunatus,White-naped Honeyeater,Melithreptus_lunatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7396,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_affinis,Melithreptus affinis,Black-headed Honeyeater,Melithreptus_affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7397,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_albogularis,Melithreptus albogularis,White-throated Honeyeater,Melithreptus_albogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7398,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_gularis,Melithreptus gularis,Black-chinned Honeyeater,Melithreptus_gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_validirostris,Melithreptus validirostris,Strong-billed Honeyeater,Melithreptus_validirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
7402,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melithreptus_brevirostris,Melithreptus brevirostris,Brown-headed Honeyeater,Melithreptus_brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
7403,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Notiomystis_cincta,Notiomystis cincta,Stitchbird,Notiomystis_cincta,NA,NA,NA,NA,NA,NA,NA,NA,NA
7404,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Pycnopygius_ixoides,Pycnopygius ixoides,Plain Honeyeater,Pycnopygius_ixoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
7405,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Pycnopygius_cinereus,Pycnopygius cinereus,Marbled Honeyeater,Pycnopygius_cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7406,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Pycnopygius_stictocephalus,Pycnopygius stictocephalus,Streak-headed Honeyeater,Pycnopygius_stictocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7407,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melitograis_gilolensis,Melitograis gilolensis,White-streaked Friarbird,Melitograis_gilolensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7408,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_meyeri,Philemon meyeri,Meyer's Friarbird,Philemon_meyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA
7409,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_inornatus,Philemon inornatus,Plain Friarbird,Philemon_inornatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7410,Passeriformes,Meliphagidae,Honeyeaters,117,IOC27,Philemon_kisserensis,Philemon kisserensis,Grey Friarbird,Philemon_kisserensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7411,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_brassi,Philemon brassi,Brass's Friarbird,Philemon_brassi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7412,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_citreogularis,Philemon citreogularis,Little Friarbird,Philemon_citreogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7413,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_fuscicapillus,Philemon fuscicapillus,Dusky Friarbird,Philemon_fuscicapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7414,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_moluccensis,Philemon moluccensis,Black-faced Friarbird,Philemon_moluccensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7415,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_subcorniculatus,Philemon subcorniculatus,Grey-necked Friarbird,Philemon_subcorniculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7416,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_buceroides,Philemon buceroides,Helmeted Friarbird,Philemon_buceroides,NA,NA,NA,NA,NA,NA,NA,NA,NA
7417,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_novaeguineae,Philemon novaeguineae,New Guinea Friarbird,Philemon_novaeguineae,NA,NA,NA,NA,NA,NA,NA,NA,NA
7418,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_albitorques,Philemon albitorques,White-naped Friarbird,Philemon_albitorques,NA,NA,NA,NA,NA,NA,NA,NA,NA
7419,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_cockerelli,Philemon cockerelli,New Britain Friarbird,Philemon_cockerelli,NA,NA,NA,NA,NA,NA,NA,NA,NA
7420,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_eichhorni,Philemon eichhorni,New Ireland Friarbird,Philemon_eichhorni,NA,NA,NA,NA,NA,NA,NA,NA,NA
7421,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_argenticeps,Philemon argenticeps,Silver-crowned Friarbird,Philemon_argenticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA
7422,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_corniculatus,Philemon corniculatus,Noisy Friarbird,Philemon_corniculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7423,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Philemon_diemenensis,Philemon diemenensis,New Caledonian Friarbird,Philemon_diemenensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_plumbea,Ptiloprora plumbea,Leaden Honeyeater,Ptiloprora_plumbea,NA,NA,NA,NA,NA,NA,NA,NA,NA
7425,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_meekiana,Ptiloprora meekiana,Olive-streaked Honeyeater,Ptiloprora_meekiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
7426,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_erythropleura,Ptiloprora erythropleura,Rufous-sided Honeyeater,Ptiloprora_erythropleura,NA,NA,NA,NA,NA,NA,NA,NA,NA
7427,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_mayri,Ptiloprora mayri,Mayr's Honeyeater,Ptiloprora_mayri,NA,NA,NA,NA,NA,NA,NA,NA,NA
7428,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_guisei,Ptiloprora guisei,Rufous-backed Honeyeater,Ptiloprora_guisei,NA,NA,NA,NA,NA,NA,NA,NA,NA
7429,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ptiloprora_perstriata,Ptiloprora perstriata,Black-backed Honeyeater,Ptiloprora_perstriata,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_fuscus,Melidectes fuscus,Sooty Melidectes,Melidectes_fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7432,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_whitemanensis,Melidectes whitemanensis,Bismarck Melidectes,Melidectes_whitemanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7433,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_nouhuysi,Melidectes nouhuysi,Short-bearded Melidectes,Melidectes_nouhuysi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_princeps,Melidectes princeps,Long-bearded Melidectes,Melidectes_princeps,NA,NA,NA,NA,NA,NA,NA,NA,NA
7436,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_ochromelas,Melidectes ochromelas,Cinnamon-browed Melidectes,Melidectes_ochromelas,NA,NA,NA,NA,NA,NA,NA,NA,NA
7437,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_leucostephes,Melidectes leucostephes,Vogelkop Melidectes,Melidectes_leucostephes,NA,NA,NA,NA,NA,NA,NA,NA,NA
7438,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_belfordi,Melidectes belfordi,Belford's Melidectes,Melidectes_belfordi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7439,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_rufocrissalis,Melidectes rufocrissalis,Yellow-browed Melidectes,Melidectes_rufocrissalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_foersteri,Melidectes foersteri,Huon Melidectes,Melidectes_foersteri,NA,NA,NA,NA,NA,NA,NA,NA,NA
7441,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_torquatus,Melidectes torquatus,Ornate Melidectes,Melidectes_torquatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7442,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melidectes_sclateri,Melidectes sclateri,San Cristobal Melidectes,Melidectes_sclateri,NA,NA,NA,NA,NA,NA,NA,NA,NA
7443,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melipotes_gymnops,Melipotes gymnops,Arfak Honeyeater,Melipotes_gymnops,NA,NA,NA,NA,NA,NA,NA,NA,NA
7444,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melipotes_fumigatus,Melipotes fumigatus,Smoky Honeyeater,Melipotes_fumigatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7445,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Melipotes_ater,Melipotes ater,Spangled Honeyeater,Melipotes_ater,NA,NA,NA,NA,NA,NA,NA,NA,NA
7446,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Myza_celebensis,Myza celebensis,Dark-eared Myza,Myza_celebensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7447,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Myza_sarasinorum,Myza sarasinorum,White-eared Myza,Myza_sarasinorum,NA,NA,NA,NA,NA,NA,NA,NA,NA
7448,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Gymnomyza_viridis,Gymnomyza viridis,Giant Honeyeater,Gymnomyza_viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7449,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Gymnomyza_samoensis,Gymnomyza samoensis,Mao,Gymnomyza_samoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Gymnomyza_aubryana,Gymnomyza aubryana,Crow Honeyeater,Gymnomyza_aubryana,NA,NA,NA,NA,NA,NA,NA,NA,NA
7456,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_pyrrhopterus,Phylidonyris pyrrhopterus,Crescent Honeyeater,Phylidonyris_pyrrhopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7457,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_novaehollandiae,Phylidonyris novaehollandiae,New Holland Honeyeater,Phylidonyris_novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA
7458,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_niger,Phylidonyris niger,White-cheeked Honeyeater,Phylidonyris_niger,NA,NA,NA,NA,NA,NA,NA,NA,NA
7459,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_albifrons,Phylidonyris albifrons,White-fronted Honeyeater,Phylidonyris_albifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_undulatus,Phylidonyris undulatus,Barred Honeyeater,Phylidonyris_undulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_notabilis,Phylidonyris notabilis,New Hebrides Honeyeater,Phylidonyris_notabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7462,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Phylidonyris_melanops,Phylidonyris melanops,Tawny-crowned Honeyeater,Phylidonyris_melanops,NA,NA,NA,NA,NA,NA,NA,NA,NA
7463,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ramsayornis_modestus,Ramsayornis modestus,Brown-backed Honeyeater,Ramsayornis_modestus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7464,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ramsayornis_fasciatus,Ramsayornis fasciatus,Bar-breasted Honeyeater,Ramsayornis_fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7465,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Plectorhyncha_lanceolata,Plectorhyncha lanceolata,Striped Honeyeater,Plectorhyncha_lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA
7466,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Conopophila_albogularis,Conopophila albogularis,Rufous-banded Honeyeater,Conopophila_albogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7467,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Conopophila_rufogularis,Conopophila rufogularis,Rufous-throated Honeyeater,Conopophila_rufogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7468,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Conopophila_whitei,Conopophila whitei,Grey Honeyeater,Conopophila_whitei,NA,NA,NA,NA,NA,NA,NA,NA,NA
7469,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Grantiella_picta,Grantiella picta,Painted Honeyeater,Grantiella_picta,NA,NA,NA,NA,NA,NA,NA,NA,NA
7470,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Xanthomyza_phrygia,Xanthomyza phrygia,Regent Honeyeater,Xanthomyza_phrygia,NA,NA,NA,NA,NA,NA,NA,NA,NA
7471,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Acanthorhynchus_tenuirostris,Acanthorhynchus tenuirostris,Eastern Spinebill,Acanthorhynchus_tenuirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
7472,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Acanthorhynchus_superciliosus,Acanthorhynchus superciliosus,Western Spinebill,Acanthorhynchus_superciliosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7473,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Entomyzon_cyanotis,Entomyzon cyanotis,Blue-faced Honeyeater,Entomyzon_cyanotis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7474,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Manorina_melanophrys,Manorina melanophrys,Bell Miner,Manorina_melanophrys,NA,NA,NA,NA,NA,NA,NA,NA,NA
7475,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Manorina_melanocephala,Manorina melanocephala,Noisy Miner,Manorina_melanocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA
7476,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Manorina_flavigula,Manorina flavigula,Yellow-throated Miner,Manorina_flavigula,NA,NA,NA,NA,NA,NA,NA,NA,NA
7480,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Manorina_melanotis,Manorina melanotis,Black-eared Miner,Manorina_melanotis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7483,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Anthornis_melanura,Anthornis melanura,New Zealand Bellbird,Anthornis_melanura,NA,NA,NA,NA,NA,NA,NA,NA,NA
7484,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Acanthagenys_rufogularis,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,Acanthagenys_rufogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7486,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Anthochaera_chrysoptera,Anthochaera chrysoptera,Little Wattlebird,Anthochaera_chrysoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
7487,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Anthochaera_carunculata,Anthochaera carunculata,Red Wattlebird,Anthochaera_carunculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
7488,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Anthochaera_paradoxa,Anthochaera paradoxa,Yellow Wattlebird,Anthochaera_paradoxa,NA,NA,NA,NA,NA,NA,NA,NA,NA
7489,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Prosthemadera_novaeseelandiae,Prosthemadera novaeseelandiae,Tui,Prosthemadera_novaeseelandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA
7491,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Epthianura_tricolor,Epthianura tricolor,Crimson Chat,Epthianura_tricolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
7492,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Epthianura_aurifrons,Epthianura aurifrons,Orange Chat,Epthianura_aurifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA
7493,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Epthianura_crocea,Epthianura crocea,Yellow Chat,Epthianura_crocea,NA,NA,NA,NA,NA,NA,NA,NA,NA
7494,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Epthianura_albifrons,Epthianura albifrons,White-fronted Chat,Epthianura_albifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA
7495,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,Ashbyia_lovensis,Ashbyia lovensis,Gibberbird,Ashbyia_lovensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7496,Passeriformes,Zosteropidae,White-eyes,164,BL3,Apalopteron_familiare,Apalopteron familiare,Bonin White-eye,Apalopteron_familiare,NA,NA,NA,NA,NA,NA,NA,NA,NA
7500,Passeriformes,Pardalotidae,Pardalotes,119,BL3,Pardalotus_punctatus,Pardalotus punctatus,Spotted Pardalote,Pardalotus_punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7504,Passeriformes,Pardalotidae,Pardalotes,119,BL3,Pardalotus_quadragintus,Pardalotus quadragintus,Forty-spotted Pardalote,Pardalotus_quadragintus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7506,Passeriformes,Pardalotidae,Pardalotes,119,BL3,Pardalotus_rubricatus,Pardalotus rubricatus,Red-browed Pardalote,Pardalotus_rubricatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7508,Passeriformes,Pardalotidae,Pardalotes,119,BL3,Pardalotus_striatus,Pardalotus striatus,Striated Pardalote,Pardalotus_striatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7515,Passeriformes,Dasyornithidae,Bristlebirds,118,BL3,Dasyornis_longirostris,Dasyornis longirostris,Western Bristlebird,Dasyornis_longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
7516,Passeriformes,Dasyornithidae,Bristlebirds,118,BL3,Dasyornis_brachypterus,Dasyornis brachypterus,Eastern Bristlebird,Dasyornis_brachypterus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7517,Passeriformes,Dasyornithidae,Bristlebirds,118,BL3,Dasyornis_broadbenti,Dasyornis broadbenti,Rufous Bristlebird,Dasyornis_broadbenti,NA,NA,NA,NA,NA,NA,NA,NA,NA
7522,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Pycnoptilus_floccosus,Pycnoptilus floccosus,Pilotbird,Pycnoptilus_floccosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7523,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Origma_solitaria,Origma solitaria,Rockwarbler,Origma_solitaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
7524,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Oreoscopus_gutturalis,Oreoscopus gutturalis,Fernwren,Oreoscopus_gutturalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7525,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Crateroscelis_murina,Crateroscelis murina,Rusty Mouse-warbler,Crateroscelis_murina,NA,NA,NA,NA,NA,NA,NA,NA,NA
7526,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Crateroscelis_nigrorufa,Crateroscelis nigrorufa,Bicoloured Mouse-warbler,Crateroscelis_nigrorufa,NA,NA,NA,NA,NA,NA,NA,NA,NA
7527,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Crateroscelis_robusta,Crateroscelis robusta,Mountain Mouse-warbler,Crateroscelis_robusta,NA,NA,NA,NA,NA,NA,NA,NA,NA
7528,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_citreogularis,Sericornis citreogularis,Yellow-throated Scrubwren,Sericornis_citreogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7529,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_frontalis,Sericornis frontalis,White-browed Scrubwren,Sericornis_frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7531,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_humilis,Sericornis humilis,Tasmanian Scrubwren,Sericornis_humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7532,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_keri,Sericornis keri,Atherton Scrubwren,Sericornis_keri,NA,NA,NA,NA,NA,NA,NA,NA,NA
7533,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_beccarii,Sericornis beccarii,Beccari's Scrubwren,Sericornis_beccarii,NA,NA,NA,NA,NA,NA,NA,NA,NA
7535,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_virgatus,Sericornis virgatus,Perplexing Scrubwren,Sericornis_virgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7536,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_nouhuysi,Sericornis nouhuysi,Large Scrubwren,Sericornis_nouhuysi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7537,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_magnirostra,Sericornis magnirostra,Large-billed Scrubwren,Sericornis_magnirostra,NA,NA,NA,NA,NA,NA,NA,NA,NA
7538,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_rufescens,Sericornis rufescens,Vogelkop Scrubwren,Sericornis_rufescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
7539,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_perspicillatus,Sericornis perspicillatus,Buff-faced Scrubwren,Sericornis_perspicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7540,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_arfakianus,Sericornis arfakianus,Grey-green Scrubwren,Sericornis_arfakianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
7541,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_papuensis,Sericornis papuensis,Papuan Scrubwren,Sericornis_papuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
7542,Passeriformes,Acanthizidae,Thornbills and gerygones,120,BL3,Sericornis_spilodera,Sericornis spilodera,Pale-billed Scrubwren,Sericornis_spilodera,NA,NA,NA,NA,NA,NA,NA,NA,NA
