"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"591","Dacelo novaeguineae","Dacelo novaeguineae","Dacelo novaeguineae","Alcedinidae (Kingfishers)","Laughing Kookaburra",1.23854635757143,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"592","Dacelo leachii","Dacelo leachii","Dacelo leachii","Alcedinidae (Kingfishers)","Blue-winged Kookaburra",1.0167294625,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"593","Pelargopsis capensis","Pelargopsis capensis","Pelargopsis capensis","Alcedinidae (Kingfishers)","Stork-billed Kingfisher",1.36557613257143,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"594","Halcyon coromanda","Halcyon coromanda","Halcyon coromanda","Alcedinidae (Kingfishers)","Ruddy Kingfisher",0.741245169,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"595","Halcyon smyrnensis","Halcyon smyrnensis","Halcyon smyrnensis","Alcedinidae (Kingfishers)","White-throated Kingfisher",1.73706810007143,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"596","Halcyon smyrnensis","Halcyon gularis","Halcyon gularis","Alcedinidae (Kingfishers)","Brown-breasted Kingfisher",1.159355706,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"597","Halcyon leucocephala","Halcyon leucocephala","Halcyon leucocephala","Alcedinidae (Kingfishers)","Gray-headed Kingfisher",1.3269094585,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"598","Halcyon pileata","Halcyon pileata","Halcyon pileata","Alcedinidae (Kingfishers)","Black-capped Kingfisher",2.11981745,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"599","Halcyon albiventris","Halcyon albiventris","Halcyon albiventris","Alcedinidae (Kingfishers)","Brown-hooded Kingfisher",1.433294175,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"600","Todiramphus sanctus","Todiramphus sanctus","Todiramphus sanctus","Alcedinidae (Kingfishers)","Sacred Kingfisher",1.08555523311111,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"601","Todiramphus chloris","Todiramphus chloris","Todiramphus chloris","Alcedinidae (Kingfishers)","Collared Kingfisher",1.77622547557143,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"602","Megaceryle maxima","Megaceryle maxima","Megaceryle maxima","Alcedinidae (Kingfishers)","Giant Kingfisher",1.35393753633333,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"603","Megaceryle torquata","Megaceryle torquata","Megaceryle torquata","Alcedinidae (Kingfishers)","Ringed Kingfisher",1.60112448354545,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"604","Megaceryle alcyon","Megaceryle alcyon","Megaceryle alcyon","Alcedinidae (Kingfishers)","Belted Kingfisher",1.72903479864865,"Megaceryle alcyon",1.904225302,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"605","Ceryle rudis","Ceryle rudis","Ceryle rudis","Alcedinidae (Kingfishers)","Pied Kingfisher",1.28046600994444,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"606","Chloroceryle amazona","Chloroceryle amazona","Chloroceryle amazona","Alcedinidae (Kingfishers)","Amazon Kingfisher",1.622786101,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"607","Chloroceryle aenea","Chloroceryle aenea","Chloroceryle aenea","Alcedinidae (Kingfishers)","American Pygmy Kingfisher",0.747704328,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"608","Chloroceryle americana","Chloroceryle americana","Chloroceryle americana","Alcedinidae (Kingfishers)","Green Kingfisher",1.23281354711765,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"609","Daptrius ater","Daptrius ater","Daptrius ater","Falconidae (Falcons and Caracaras)","Black Caracara",0.166952005,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes",""
"610","Calcarius lapponicus","Calcarius lapponicus","Calcarius lapponicus","Calcariidae (Longspurs and Snow Buntings)","Lapland Longspur",0.854378095,NA,NA,NA,NA,"Calcariidae","(Longspurs and Snow Buntings)","Yes","beaches / concentrate near coastlines"
"611","Calcarius ornatus","Calcarius ornatus","Calcarius ornatus","Calcariidae (Longspurs and Snow Buntings)","Chestnut-collared Longspur",0.134246524,"Calcarius ornatus",-2.035067957,NA,NA,"Calcariidae","(Longspurs and Snow Buntings)","Yes","beaches / concentrate near coastlines"
"612","Calcarius pictus","Calcarius pictus","Calcarius pictus","Calcariidae (Longspurs and Snow Buntings)","Smith's Longspur",1.909289104,NA,NA,NA,NA,"Calcariidae","(Longspurs and Snow Buntings)","Yes","beaches / concentrate near coastlines"
"613","Calcarius mccownii","Rhynchophanes mccownii","Rhynchophanes mccownii","Calcariidae (Longspurs and Snow Buntings)","Thick-billed Longspur",0.02923248,"Rhynchophanes mccownii",-1.827146694,NA,NA,"Calcariidae","(Longspurs and Snow Buntings)","Yes","beaches / concentrate near coastlines"
"614","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Calcariidae (Longspurs and Snow Buntings)","Snow Bunting",1.22700784583333,NA,NA,NA,NA,"Calcariidae","(Longspurs and Snow Buntings)","Yes","beaches / concentrate near coastlines"
"615","Teretistris fernandinae","Teretistris fernandinae","Teretistris fernandinae","Teretistridae (Cuban Warblers)","Yellow-headed Warbler",0.826383484,NA,NA,NA,NA,"Teretistridae","(Cuban Warblers)","Yes","ranges from coast to inland forests"
"616","Icteria virens","Icteria virens","Icteria virens","Icteriidae (Yellow-breasted Chat)","Yellow-breasted Chat",1.43077017610526,"Icteria virens",-0.212798287,NA,NA,"Icteriidae","(Yellow-breasted Chat)","Yes","mangroves"
"617","Branta leucopsis","Branta leucopsis","Branta leucopsis","Anatidae (Ducks, Geese, and Waterfowl)","Barnacle Goose",1.359123395,NA,NA,"Branta leucopsis","N","Anatidae","(Ducks, Geese, and Waterfowl)","Yes",""
"618","Chloephaga picta","Chloephaga picta","Chloephaga picta","Anatidae (Ducks, Geese, and Waterfowl)","Upland Goose",0.617243274,NA,NA,NA,NA,"Anatidae","(Ducks, Geese, and Waterfowl)","Yes","Coastal areas in winter - one subspecies more coastal than other(s)"
"619","Aramides cajanea","Aramides albiventris","Aramides albiventris","Rallidae (Rails, Gallinules, and Coots)","Russet-naped Wood-Rail",1.35255105,NA,NA,NA,NA,"Rallidae","(Rails, Gallinules, and Coots)","Yes","coastal marshes or water "
"620","Aramides cajanea","Aramides cajaneus","Aramides cajaneus","Rallidae (Rails, Gallinules, and Coots)","Gray-cowled Wood-Rail",1.98059811258333,NA,NA,NA,NA,"Rallidae","(Rails, Gallinules, and Coots)","Yes","coastal marshes or water "
"621","Amaurornis moluccana","Amaurornis moluccana","Amaurornis moluccana","Rallidae (Rails, Gallinules, and Coots)","Pale-vented Bush-hen",1.664034981,NA,NA,NA,NA,"Rallidae","(Rails, Gallinules, and Coots)","Yes","coastal marshes or water "
"622","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopacidae (Sandpipers and Allies)","Eurasian Woodcock",0.9317234375,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","seacliffs "
"623","Tringa glareola","Tringa glareola","Tringa glareola","Scolopacidae (Sandpipers and Allies)","Wood Sandpiper",1.33463442421951,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes","rarely coastal"
"624","Mycteria americana","Mycteria americana","Mycteria americana","Ciconiidae (Storks)","Wood Stork",1.25303113190909,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"625","Tigrisoma lineatum","Tigrisoma lineatum","Tigrisoma lineatum","Ardeidae (Herons, Egrets, and Bitterns)","Rufescent Tiger-Heron",1.86395331022222,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"626","Tigrisoma mexicanum","Tigrisoma mexicanum","Tigrisoma mexicanum","Ardeidae (Herons, Egrets, and Bitterns)","Bare-throated Tiger-Heron",0.7829690742,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"627","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Ardeidae (Herons, Egrets, and Bitterns)","Cattle Egret",1.60039517184783,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"628","Ardeola grayii","Ardeola grayii","Ardeola grayii","Ardeidae (Herons, Egrets, and Bitterns)","Indian Pond-Heron",1.68737366372727,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes","mangroves and tidal areas "
"629","Ardeola bacchus","Ardeola bacchus","Ardeola bacchus","Ardeidae (Herons, Egrets, and Bitterns)","Chinese Pond-Heron",2.42713627116667,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes","mangroves and tidal areas "
"630","Ardeola speciosa","Ardeola speciosa","Ardeola speciosa","Ardeidae (Herons, Egrets, and Bitterns)","Javan Pond-Heron",2.3596158405,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes","less often coastal, but still present there "
"631","Ardeola idae","Ardeola idae","Ardeola idae","Ardeidae (Herons, Egrets, and Bitterns)","Malagasy Pond-Heron",1.880322629,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes","less often coastal, but still present there "
"632","Plegadis ridgwayi","Plegadis ridgwayi","Plegadis ridgwayi","Threskiornithidae (Ibises and Spoonbills)","Puna Ibis",1.04388766233333,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"633","Buteogallus meridionalis","Buteogallus meridionalis","Buteogallus meridionalis","Accipitridae (Hawks, Eagles, and Kites)","Savanna Hawk",1.1001441555,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes","mangroves"
"634","Todiramphus macleayii","Todiramphus macleayii","Todiramphus macleayii","Alcedinidae (Kingfishers)","Forest Kingfisher",1.15095665133333,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes","Mangroves "
"635","Micrastur semitorquatus","Micrastur semitorquatus","Micrastur semitorquatus","Falconidae (Falcons and Caracaras)","Collared Forest-Falcon",0.5235558725,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","Mangroves"
"636","Micrastur ruficollis","Micrastur ruficollis","Micrastur ruficollis","Falconidae (Falcons and Caracaras)","Barred Forest-Falcon",0.176425674,NA,NA,NA,NA,"Falconidae","(Falcons and Caracaras)","Yes","tidal swamp forests"
"637","Alectura lathami","Alectura lathami","Alectura lathami","Megapodiidae (Megapodes)","Australian Brushturkey",1.43824468733333,NA,NA,NA,NA,"Megapodiidae","(Megapodes)","Yes","Coastal Rainforest and mangroves"
"638","Columba livia","Columba livia","Columba livia","Columbidae (Pigeons and Doves)","Rock Pigeon",2.86374259609774,"Columba livia",2.888928507,NA,NA,"Columbidae","(Pigeons and Doves)","Yes","sea cliffs"
"639","Chalcophaps indica","Chalcophaps longirostris","Chalcophaps longirostris","Columbidae (Pigeons and Doves)","Pacific Emerald Dove",0.426471064666667,NA,NA,NA,NA,"Columbidae","(Pigeons and Doves)","Yes","mangroves and coasral heaths "
"640","Phaps elegans","Phaps elegans","Phaps elegans","Columbidae (Pigeons and Doves)","Brush Bronzewing",0.3178549385,NA,NA,"Phaps elegans","N","Columbidae","(Pigeons and Doves)","Yes","coastal heathlands "
"641","Cacomantis variolosus","Cacomantis variolosus","Cacomantis variolosus","Cuculidae (Cuckoos)","Brush Cuckoo",1.33410118042857,NA,NA,NA,NA,"Cuculidae","(Cuckoos)","Yes","mangroves  "
"642","Cypsiurus balasiensis","Cypsiurus balasiensis","Cypsiurus balasiensis","Apodidae (Swifts)","Asian Palm Swift",1.8787385644,NA,NA,NA,NA,"Apodidae","(Swifts)","Yes","mangroves"
"643","Cypsiurus parvus","Cypsiurus parvus","Cypsiurus parvus","Apodidae (Swifts)","African Palm Swift",1.7505914342,NA,NA,NA,NA,"Apodidae","(Swifts)","Yes","coastal plains "
"644","Rhodopis vesper","Rhodopis vesper","Rhodopis vesper","Trochilidae (Hummingbirds)","Oasis Hummingbird",0.885442531,NA,NA,NA,NA,"Trochilidae","(Hummingbirds)","Yes","coastal fog vegetation"
"645","Calliphlox evelynae","Nesophlox evelynae","Nesophlox evelynae","Trochilidae (Hummingbirds)","Bahama Woodstar",2.790714663,NA,NA,NA,NA,"Trochilidae","(Hummingbirds)","Yes","coastal habitats"
"646","Amazilia edward","Saucerottia edward","Amazilia edward","Trochilidae (Hummingbirds)","Snowy-bellied Hummingbird",0.87510473,NA,NA,NA,NA,"Trochilidae","(Hummingbirds)","Yes","mangroves"
"647","Megascops cooperi","Megascops cooperi","Megascops cooperi","Strigidae (Owls)","Pacific Screech-Owl",1.060732466,NA,NA,NA,NA,"Strigidae","(Owls)","Yes","mangroves"
"648","Bubo scandiaca","Bubo scandiacus","Bubo scandiacus","Strigidae (Owls)","Snowy Owl",1.35751923628571,NA,NA,"Bubo scandiaca","N","Strigidae","(Owls)","Yes","coastal tundra, and nests along coasts"
"649","Ketupa ketupu","Ketupa ketupu","Ketupa ketupu","Strigidae (Owls)","Buffy Fish-Owl",3.270671254,NA,NA,NA,NA,"Strigidae","(Owls)","Yes","mangroves"
"650","Neophema petrophila","Neophema petrophila","Neophema petrophila","Psittaculidae (Old World Parrots)","Rock Parrot",NA,NA,NA,"Neophema petrophila","U","Psittaculidae","(Old World Parrots)","Yes","coastal dunes, mangroves, saltflats"
"651","Trichoglossus haematodus","Trichoglossus haematodus","Trichoglossus haematodus","Psittaculidae (Old World Parrots)","Coconut Lorikeet",3.491176597,NA,NA,NA,NA,"Psittaculidae","(Old World Parrots)","Yes","mangroves"
"652","Pitta megarhyncha","Pitta megarhyncha","Pitta megarhyncha","Pittidae (Pittas)","Mangrove Pitta",2.790469397,NA,NA,NA,NA,"Pittidae","(Pittas)","Yes","mangroves"
"653","Stymphalornis acutirostris","Formicivora acutirostris","Formicivora acutirostris","Thamnophilidae (Typical Antbirds)","Marsh Antwren",0.567328862,NA,NA,NA,NA,"Thamnophilidae","(Typical Antbirds)","Yes","mangroves"
"654","Geositta peruviana","Geositta peruviana","Geositta peruviana","Furnariidae (Ovenbirds and Woodcreepers)","Coastal Miner",0.4703962745,NA,NA,NA,NA,"Furnariidae","(Ovenbirds and Woodcreepers)","Yes","coastal plains "
"655","Phleocryptes melanops","Phleocryptes melanops","Phleocryptes melanops","Furnariidae (Ovenbirds and Woodcreepers)","Wren-like Rushbird",1.3886432375,NA,NA,NA,NA,"Furnariidae","(Ovenbirds and Woodcreepers)","Yes","brackish marshes"
"656","Limnornis curvirostris","Limnornis curvirostris","Limnornis curvirostris","Furnariidae (Ovenbirds and Woodcreepers)","Curve-billed Reedhaunter",2.278291759,NA,NA,NA,NA,"Furnariidae","(Ovenbirds and Woodcreepers)","Yes","coastal lagoons"
"657","Cinclodes taczanowskii","Cinclodes taczanowskii","Cinclodes taczanowskii","Furnariidae (Ovenbirds and Woodcreepers)","Surf Cinclodes",1.912920579,NA,NA,NA,NA,"Furnariidae","(Ovenbirds and Woodcreepers)","Yes","intertidal zone"
"658","Cinclodes nigrofumosus","Cinclodes nigrofumosus","Cinclodes nigrofumosus","Furnariidae (Ovenbirds and Woodcreepers)","Seaside Cinclodes",2.567575705,NA,NA,NA,NA,"Furnariidae","(Ovenbirds and Woodcreepers)","Yes","intertidal zone"
"659","Empidonax difficilis","Empidonax difficilis","Empidonax difficilis","Tyrannidae (Tyrant Flycatchers)","Pacific-slope Flycatcher",1.26545196483333,"Empidonax difficilis",0.804310633,NA,NA,"Tyrannidae","(Tyrant Flycatchers)","Yes","coastal scrub"
"660","Sublegatus arenarum","Sublegatus arenarum","Sublegatus arenarum","Tyrannidae (Tyrant Flycatchers)","Northern Scrub-Flycatcher",1.7005973955,NA,NA,NA,NA,"Tyrannidae","(Tyrant Flycatchers)","Yes","mangroves"
"661","Tyrannus melancholicus","Tyrannus melancholicus","Tyrannus melancholicus","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird",2.18861573438889,NA,NA,NA,NA,"Tyrannidae","(Tyrant Flycatchers)","Yes","mangroves and coastal promontories "
"662","Lichenostomus fasciogularis","Gavicalis fasciogularis","Gavicalis fasciogularis","Meliphagidae (Honeyeaters)","Mangrove Honeyeater",1.325490619,NA,NA,NA,NA,"Meliphagidae","(Honeyeaters)","Yes","mangroves and estuaries"
"663","Origma solitaria","Origma solitaria","Origma solitaria","Acanthizidae (Thornbills and Allies)","Rockwarbler",0.214412238,NA,NA,NA,NA,"Acanthizidae","(Thornbills and Allies)","Yes","seacliffs"
"664","Sericornis frontalis","Sericornis frontalis","Sericornis frontalis","Acanthizidae (Thornbills and Allies)","White-browed Scrubwren",1.0949196698,NA,NA,"Sericornis frontalis","U","Acanthizidae","(Thornbills and Allies)","Yes","coastal heathlands and dunes "
"665","Sericornis humilis","Sericornis humilis","Sericornis humilis","Acanthizidae (Thornbills and Allies)","Tasmanian Scrubwren",0.159048669,NA,NA,NA,NA,"Acanthizidae","(Thornbills and Allies)","Yes","coastal shrubland"
"666","Gerygone levigaster","Gerygone levigaster","Gerygone levigaster","Acanthizidae (Thornbills and Allies)","Mangrove Gerygone",1.59614552266667,NA,NA,NA,NA,"Acanthizidae","(Thornbills and Allies)","Yes","mangroves"
"667","Vireo pallens","Vireo pallens","Vireo pallens","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Mangrove Vireo",1.019189164,NA,NA,NA,NA,"Vireonidae","(Vireos, Shrike-Babblers, and Erpornis)","Yes","mangroves"
"668","Pachycephala grisola","Pachycephala cinerea","Pachycephala cinerea","Pachycephalidae (Whistlers and Allies)","Mangrove Whistler",0.371219516,NA,NA,NA,NA,"Pachycephalidae","(Whistlers and Allies)","Yes","mangroves"
"669","Rhipidura phasiana","Rhipidura phasiana","Rhipidura phasiana","Rhipiduridae (Fantails)","Mangrove Fantail",NA,NA,NA,"Rhipidura phasiana","N","Rhipiduridae","(Fantails)","Yes","mangroves"
"670","Aphelocoma californica","Aphelocoma californica","Aphelocoma californica","Corvidae (Crows, Jays, and Magpies)","California Scrub-Jay",2.035738105,"Aphelocoma californica",2.627172345,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal scrub and mangroves"
"671","Corvus splendens","Corvus splendens","Corvus splendens","Corvidae (Crows, Jays, and Magpies)","House Crow",2.35245549223077,NA,NA,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal villages"
"672","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvidae (Crows, Jays, and Magpies)","Fish Crow",2.21917963057143,"Corvus ossifragus",1.876350835,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coast, beaches, estuaries"
"673","Corvus corone","Corvus corone","Corvus corone","Corvidae (Crows, Jays, and Magpies)","Carrion Crow",1.79545130658333,NA,NA,NA,NA,"Corvidae","(Crows, Jays, and Magpies)","Yes","coastal cliffs and estuarine flats"
"674","Philesturnus carunculatus","Philesturnus rufusater","Philesturnus rufusater","Callaeidae (Wattlebirds)","North Island Saddleback",0.024779848,NA,NA,NA,NA,"Callaeidae","(Wattlebirds)","Yes","restricted to coastal forests"
"675","Eopsaltria pulverulenta","Eopsaltria pulverulenta","Peneoenanthe pulverulenta","Petroicidae (Australasian Robins)","Mangrove Robin",1.106217408,NA,NA,NA,NA,"Petroicidae","(Australasian Robins)","Yes","mangroves"
"676","Drymodes brunneopygia","Drymodes brunneopygia","Drymodes brunneopygia","Petroicidae (Australasian Robins)","Southern Scrub-Robin",0.021734722,NA,NA,NA,NA,"Petroicidae","(Australasian Robins)","Yes","coastal tea tree "
"677","Calandrella raytal","Alaudala raytal","Alaudala raytal","Alaudidae (Larks)","Sand Lark",1.669983721,NA,NA,NA,NA,"Alaudidae","(Larks)","Yes","coastal areas such as mudflats"
"678","Sphenoeacus afer","Sphenoeacus afer","Sphenoeacus afer","Macrosphenidae (African Warblers)","Cape Grassbird",0.7533124825,NA,NA,NA,NA,"Macrosphenidae","(African Warblers)","Yes","coastal macchia scrub "
"679","Nesillas typica","Nesillas typica","Nesillas typica","Acrocephalidae (Reed Warblers and Allies)","Malagasy Brush-Warbler",1.125396017,NA,NA,NA,NA,"Acrocephalidae","(Reed Warblers and Allies)","Yes","coastal thickets"
"680","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalus paludicola","Acrocephalidae (Reed Warblers and Allies)","Aquatic Warbler",NA,NA,NA,"Acrocephalus paludicola","N","Acrocephalidae","(Reed Warblers and Allies)","Yes","estuaries"
"681","Acrocephalus palustris","Acrocephalus palustris","Acrocephalus palustris","Acrocephalidae (Reed Warblers and Allies)","Marsh Warbler",1.24742102616667,NA,NA,"Acrocephalus palustris","U","Acrocephalidae","(Reed Warblers and Allies)","Yes","mangroves"
"682","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Common Reed Warbler",1.37268812,NA,NA,NA,NA,"Acrocephalidae","(Reed Warblers and Allies)","Yes","breed only in coastal mangroves"
"683","Acrocephalus gracilirostris","Acrocephalus gracilirostris","Acrocephalus gracilirostris","Acrocephalidae (Reed Warblers and Allies)","Lesser Swamp Warbler",1.6497394055,NA,NA,NA,NA,"Acrocephalidae","(Reed Warblers and Allies)","Yes","estuaries"
"684","Acrocephalus newtoni","Acrocephalus newtoni","Acrocephalus newtoni","Acrocephalidae (Reed Warblers and Allies)","Madagascar Swamp Warbler",1.437056849,NA,NA,NA,NA,"Acrocephalidae","(Reed Warblers and Allies)","Yes","mangroves"
"685","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalidae (Reed Warblers and Allies)","Great Reed Warbler",1.11705737516667,NA,NA,"Acrocephalus arundinaceus","N","Acrocephalidae","(Reed Warblers and Allies)","Yes","brackish water "
"686","Acrocephalus arundinaceus","Acrocephalus orientalis","Acrocephalus orientalis","Acrocephalidae (Reed Warblers and Allies)","Oriental Reed Warbler",2.38661190871429,NA,NA,NA,NA,"Acrocephalidae","(Reed Warblers and Allies)","Yes","coastal marshes and estuaries"
"687","Acrocephalus stentoreus","Acrocephalus stentoreus","Acrocephalus stentoreus","Acrocephalidae (Reed Warblers and Allies)","Clamorous Reed Warbler",1.43322373945455,NA,NA,"Acrocephalus stentoreus","U","Acrocephalidae","(Reed Warblers and Allies)","Yes","mangroves and saltmarhes"
"688","Bradypterus baboecala","Bradypterus baboecala","Bradypterus baboecala","Locustellidae (Grassbirds and Allies)","Little Rush Warbler",1.75738023633333,NA,NA,NA,NA,"Locustellidae","(Grassbirds and Allies)","Yes","estuaries"
"689","Progne dominicensis","Progne dominicensis","Progne dominicensis","Hirundinidae (Swallows)","Caribbean Martin",2.687129106,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","sea coasts and beaches"
"690","Tachycineta albilinea","Tachycineta albilinea","Tachycineta albilinea","Hirundinidae (Swallows)","Mangrove Swallow",1.3804693094,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","mangroves and coastal beaches"
"691","Tachycineta cyaneoviridis","Tachycineta cyaneoviridis","Tachycineta cyaneoviridis","Hirundinidae (Swallows)","Bahama Swallow",0.684388457,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","along the coast"
"692","Riparia riparia","Riparia riparia","Riparia riparia","Hirundinidae (Swallows)","Bank Swallow",1.49929055852174,"Riparia riparia",1.336192378,NA,NA,"Hirundinidae","(Swallows)","Yes","coastal banks"
"693","Hirundo fuligula","Ptyonoprogne fuligula","Ptyonoprogne fuligula","Hirundinidae (Swallows)","Rock Martin",1.871425168,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","coasts"
"694","Hirundo tahitica","Hirundo tahitica","Hirundo tahitica","Hirundinidae (Swallows)","Pacific Swallow",1.86051369633333,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","rocky coasts"
"695","Delichon urbicum","Delichon urbicum","Delichon urbicum","Hirundinidae (Swallows)","Common House-Martin",1.746901077,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","coastal cliffs  "
"696","Delichon dasypus","Delichon dasypus","Delichon dasypus","Hirundinidae (Swallows)","Asian House-Martin",1.5853570675,NA,NA,NA,NA,"Hirundinidae","(Swallows)","Yes","sea coasts  "
"697","Pycnonotus capensis","Pycnonotus capensis","Pycnonotus capensis","Pycnonotidae (Bulbuls)","Cape Bulbul",1.46583281,NA,NA,NA,NA,"Pycnonotidae","(Bulbuls)","Yes","coastal scrub"
"698","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopidae (Leaf Warblers)","Arctic Warbler",2.64353139083333,NA,NA,"Phylloscopus borealis","N","Phylloscopidae","(Leaf Warblers)","Yes","mangroves"
"699","Sylvia cantillans","Curruca iberiae","Sylvia cantillans","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Western Subalpine Warbler",1.84392472233333,NA,NA,"Sylvia cantillans","N","Sylviidae","(Sylviid Warblers, Parrotbills, and Allies)","Yes","coastal mangroves"
"700","Sylvia cantillans","Curruca cantillans","Sylvia cantillans","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Eastern Subalpine Warbler",1.468810228,NA,NA,"Sylvia cantillans","N","Sylviidae","(Sylviid Warblers, Parrotbills, and Allies)","Yes","coastal mangroves"
"701","Zosterops pallidus","Zosterops virens","Zosterops virens","Zosteropidae (White-eyes, Yuhinas, and Allies)","Cape White-eye",2.15068670733333,NA,NA,NA,NA,"Zosteropidae","(White-eyes, Yuhinas, and Allies)","Yes","coastal habitats"
"702","Polioptila plumbea","Polioptila plumbea","Polioptila plumbea","Polioptilidae (Gnatcatchers)","Tropical Gnatcatcher",1.8280187242,NA,NA,NA,NA,"Polioptilidae","(Gnatcatchers)","Yes","mangroves"
"703","Salpinctes obsoletus","Salpinctes obsoletus","Salpinctes obsoletus","Troglodytidae (Wrens)","Rock Wren",0.812628898375,"Salpinctes obsoletus",-1.365642116,NA,NA,"Troglodytidae","(Wrens)","Yes","oceanic cliffs"
"704","Troglodytes troglodytes","Troglodytes pacificus","Troglodytes pacificus","Troglodytidae (Wrens)","Pacific Wren",1.1566122552,"Troglodytes pacificus",-0.218176176,NA,NA,"Troglodytidae","(Wrens)","Yes","coastal forests"
"705","Cistothorus platensis","Cistothorus stellaris","Cistothorus stellaris","Troglodytidae (Wrens)","Sedge Wren",1.16116491328571,NA,NA,NA,NA,"Troglodytidae","(Wrens)","Yes","coastal marshes  "
"706","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Troglodytidae (Wrens)","Marsh Wren",1.46837402356522,"Cistothorus palustris",0.995542955,NA,NA,"Troglodytidae","(Wrens)","Yes","coastal tidal salt marshes"
"707","Mimus gundlachii","Mimus gundlachii","Mimus gundlachii","Mimidae (Mockingbirds and Thrashers)","Bahama Mockingbird",1.0324068435,NA,NA,NA,NA,"Mimidae","(Mockingbirds and Thrashers)","Yes","Coastal Strand"
"708","Mimus gilvus","Mimus gilvus","Mimus gilvus","Mimidae (Mockingbirds and Thrashers)","Tropical Mockingbird",2.2572204501,NA,NA,NA,NA,"Mimidae","(Mockingbirds and Thrashers)","Yes","coastal scrubland"
